,Categoria_1,Categoria_2,Categoria_3,Categoria_4,Categoria_5,Nom,Preu,Quantitat,Preu unitari,Oferta,Promocio,URL
4014,Gourmet,"Cafès, tes, infusions, mels i melmelades",Tes,-,-,TWININGS Te Earl Grey,"5,89 €",0.1kg,"(58,90 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/80079/details
4015,Gourmet,"Cafès, tes, infusions, mels i melmelades",Tes,-,-,FLOR DEL PIRINEO Te Rooibos,"3,85 €",0.135kg,"(28,52 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/49107/details
4016,Gourmet,"Cafès, tes, infusions, mels i melmelades",Tes,-,-,FLOR DEL PIRINEO Te negre,"1,99 €",0.09kg,"(22,11 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/37047/details
4017,Gourmet,"Cafès, tes, infusions, mels i melmelades",Tes,-,-,"YOGI Te d'equinàcia, acerola i taronja","2,82 €",12 per paquet,"(0,23 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/33750/details
4018,Gourmet,"Cafès, tes, infusions, mels i melmelades",Tes,-,-,FLOR DEL PIRINEO Te vermell,"4,49 €",0.135kg,"(33,26 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/49228/details
4019,Gourmet,"Cafès, tes, infusions, mels i melmelades",Tes,-,-,ALMA HOME Te verd amb gingebre ecològic,"4,99 €",15 per paquet,"(0,33 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/69422/details
4020,Gourmet,"Cafès, tes, infusions, mels i melmelades",Infusions,-,-,YOGI Infusió Dolços Somnis,"2,82 €",0.021kg,"(134,29 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/01573/details
4021,Gourmet,"Cafès, tes, infusions, mels i melmelades",Infusions,-,-,FLOR DEL PIRINEO Farigola,"1,59 €",0.11kg,"(14,45 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/36335/details
4022,Gourmet,"Cafès, tes, infusions, mels i melmelades",Infusions,-,-,FLOR DEL PIRINEO Camamilla,"1,59 €",0.07kg,"(22,71 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/37045/details
4023,Gourmet,"Cafès, tes, infusions, mels i melmelades",Infusions,-,-,EXPRESSATE Infusió de fruites del bosc,"3,65 €",0.1kg,"(36,50 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/81046/details
4024,Gourmet,"Cafès, tes, infusions, mels i melmelades",Infusions,-,-,FLOR DEL PIRINEO Estèvia,"1,99 €",0.06kg,"(33,17 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/49227/details
4025,Gourmet,"Cafès, tes, infusions, mels i melmelades",Infusions,-,-,FLOR DEL PIRINEO Menta-poliol,"1,35 €",0.08kg,"(16,88 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/36308/details
4026,Gourmet,"Cafès, tes, infusions, mels i melmelades",Infusions,-,-,YOGI Infusió de gingebre i taronja,"2,82 €",12 per paquet,"(0,23 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/33747/details
4027,Gourmet,"Cafès, tes, infusions, mels i melmelades",Infusions,-,-,FLOR DEL PIRINEO Tarongina,"1,59 €",0.5kg,"(3,18 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/49167/details
4028,Gourmet,"Cafès, tes, infusions, mels i melmelades",Infusions,-,-,FLOR DEL PIRINEO Dent de lleó,"1,35 €",0.08kg,"(16,88 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/36254/details
4029,Gourmet,"Cafès, tes, infusions, mels i melmelades",Infusions,-,-,FLOR DEL PIRINEO Menta piperita,"2,25 €",0.07kg,"(32,14 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/49220/details
4030,Gourmet,"Cafès, tes, infusions, mels i melmelades",Infusions,-,-,FLOR DEL PIRINEO Anís verd,"4,49 €",0.18kg,"(24,94 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/36443/details
4031,Gourmet,"Cafès, tes, infusions, mels i melmelades",Infusions,-,-,FLOR DEL PIRINEO Romaní,"1,59 €",0.12kg,"(13,25 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/36311/details
4032,Gourmet,"Cafès, tes, infusions, mels i melmelades",Infusions,-,-,FLOR DEL PIRINEO Anís estrellat,"3,15 €",0.135kg,"(23,33 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/36336/details
4033,Gourmet,"Cafès, tes, infusions, mels i melmelades",Infusions,-,-,BONPREU Infusió eco de roibos,"1,39 €",20 per paquet,"(0,07 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/31948/details
4034,Gourmet,"Cafès, tes, infusions, mels i melmelades",Infusions,-,-,YOGI Infusió de gengibre i llimona ecològic,"2,82 €",12 per paquet,"(0,23 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/56666/details
4035,Gourmet,"Cafès, tes, infusions, mels i melmelades",Infusions,-,-,FLOR DEL PIRINEO Fruites del bosc,"2,99 €",0.1kg,"(29,90 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/65059/details
4036,Gourmet,"Cafès, tes, infusions, mels i melmelades",Infusions,-,-,TI ORA Te de fruites,"3,59 €",15 per paquet,"(0,24 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/05786/details
4037,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,VIEJA FABRICA Melmelada de préssec,"1,95 €",0.35kg,"(5,57 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/25351/details
4038,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,VIEJA FABRICA Melmelada de maduixa,"1,95 €",0.35kg,"(5,57 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/25342/details
4039,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,VIEJA FABRICA Melmelada de fruites del bosc,"1,95 €",0.35kg,"(5,57 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/00712/details
4040,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,BONPREU Melmelada de maduixa,"1,99 €",0.65kg,"(3,06 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/80310/details
4041,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,VIEJA FABRICA Melmelada de gerds,"1,95 €",0.35kg,"(5,57 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/00659/details
4042,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,VIEJA FABRICA Melmelada d'albercoc,"1,95 €",0.35kg,"(5,57 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/00651/details
4043,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,VIEJA FABRICA Melmelada de taronja amargant,"1,95 €",0.375kg,"(5,20 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/25356/details
4044,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,VIEJA FÁBRICA Melmelada de nabius i maduixes,"2,05 €",0.35kg,"(5,86 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/14619/details
4045,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,BONPREU Melmelada maduixa sense sucres afegits,"0,99 €",0.28kg,"(3,54 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/80280/details
4046,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,BONPREU Melmelada de préssec sense sucres,"0,99 €",0.28kg,"(3,54 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/80282/details
4047,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,L'AVI LLUIS Mel de mil flors,"4,09 €",0.5kg,"(8,18 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/84240/details
4048,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,VIEJA FABRICA Melmelada de tomàquet,"1,95 €",0.285kg,"(6,84 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/50681/details
4049,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,VIEJA FABRICA Melmelada de figues,"1,95 €",0.285kg,"(6,84 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/14743/details
4050,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,VIEJA FABRICA Melmelada de pruna,"1,95 €",0.35kg,"(5,57 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/01993/details
4051,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,VIEJA FÁBRICA Melmelada de pinya i mango,"2,05 €",0.35kg,"(5,86 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/09602/details
4052,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,VIEJA FABRICA Melmelada de mora,"1,95 €",0.35kg,"(5,57 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/25308/details
4053,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,AVI LLUIS Mel de romaní,"5,59 €",0.5kg,"(11,18 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/02815/details
4054,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,VIEJA FABRICA Melmelada de taronges dolces,"1,95 €",0.35kg,"(5,57 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/25313/details
4055,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,VIEJA FABRICA Melmelada de nabius,"1,95 €",0.285kg,"(6,84 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/50680/details
4056,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,VIEJA FABRICA Melmelada de cireres,"1,95 €",0.285kg,"(6,84 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/25362/details
4057,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,L'AVI LLUIS Mel de taronger,"4,99 €",0.5kg,"(9,98 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/84241/details
4058,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,TERRA I TAST Mel de romaní,"3,35 €",0.25kg,"(13,40 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/18679/details
4059,Gourmet,"Cafès, tes, infusions, mels i melmelades",Mels i melmelades,-,-,TERRA I TAST Mel de flor de taronger,"3,35 €",0.25kg,"(13,40 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/15966/details
4060,Gourmet,Xocolates i dolços,Xocolates,-,-,VALOR Cacau pur en pols desgreixat,"3,82 €",0.25kg,"(15,28 € per quilo)",Si,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/80551/details
4061,Gourmet,Xocolates i dolços,Xocolates,-,-,TORRAS ORGANIC Xocolata negra amb maca i gingebre,"1,85 €",0.1kg,"(18,50 € per quilo)",Si,"Abans 2,05€",https://www.compraonline.bonpreuesclat.cat/products/14847/details
4062,Gourmet,Xocolates i dolços,Xocolates,-,-,TORRAS ORGANIC Xocolata negra 70% i flor de sal eco,"1,85 €",0.08kg,"(23,13 € per quilo)",Si,"Abans 2,05€",https://www.compraonline.bonpreuesclat.cat/products/58297/details
4063,Gourmet,Xocolates i dolços,Xocolates,-,-,TORRAS ORGANIC Xocolata negra 90% ecològica,"1,85 €",0.1kg,"(18,50 € per quilo)",Si,"Abans 2,05€",https://www.compraonline.bonpreuesclat.cat/products/58250/details
4064,Gourmet,Xocolates i dolços,Xocolates,-,-,VALOR Xocolata negra 70% amb avellanes,"3,69 €",0.25kg,"(14,76 € per quilo)",Si,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/05663/details
4065,Gourmet,Xocolates i dolços,Xocolates,-,-,VALOR Xocolata negra 70% amb ametlles,"3,25 €",0.25kg,"(13,00 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/35647/details
4066,Gourmet,Xocolates i dolços,Xocolates,-,-,VALOR Xocolata negra 70%,"3,25 €",0.3kg,"(10,83 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/03487/details
4067,Gourmet,Xocolates i dolços,Xocolates,-,-,LINDT EXCELLENCE Xocolata negra 99%,"2,79 €",0.05kg,"(55,80 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/34630/details
4068,Gourmet,Xocolates i dolços,Xocolates,-,-,BLANXART Xocolata negra 85% de Nicaragua eco,"3,25 €",0.125kg,"(26,00 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/08605/details
4069,Gourmet,Xocolates i dolços,Xocolates,-,-,VALOR Xocolata amb ametlles sense sucre 70%,"2,99 €",0.15kg,"(19,93 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/36551/details
4070,Gourmet,Xocolates i dolços,Xocolates,-,-,BLANXART Xocolata negra 82% del Congo ecològica,"2,95 €",0.125kg,"(23,60 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/49956/details
4071,Gourmet,Xocolates i dolços,Xocolates,-,-,LINDT CREATION Xocolata negra 70% farcida de taronja,"2,99 €",0.15kg,"(19,93 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/16353/details
4072,Gourmet,Xocolates i dolços,Xocolates,-,-,BLANXART Xocolata negra 77% del Perú ecològica,"3,25 €",0.125kg,"(26,00 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/09214/details
4073,Gourmet,Xocolates i dolços,Xocolates,-,-,INTERMÓN Xocolata negra 70% ecològica,"2,29 €",0.1kg,"(22,90 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/80970/details
4074,Gourmet,Xocolates i dolços,Xocolates,-,-,INTERMÓN Xocolata negra a/trossets cacau eco,"2,39 €",0.1kg,"(23,90 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/29192/details
4075,Gourmet,Xocolates i dolços,Xocolates,-,-,LINDT CREATION Xocolata negra amb avellanes,"2,99 €",0.15kg,"(19,93 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/36935/details
4076,Gourmet,Xocolates i dolços,Xocolates,-,-,LINDT OR Xocolata amb llet amb ametlles,"5,49 €",0.3kg,"(18,30 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/27531/details
4077,Gourmet,Xocolates i dolços,Xocolates,-,-,LINDT OR Xocolata amb llet amb avellanes i panses,"5,49 €",0.3kg,"(18,30 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/27609/details
4078,Gourmet,Xocolates i dolços,Xocolates,-,-,SUCHARD Xocolata negra 85% ecològica,"1,99 €",0.09kg,"(22,11 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/06287/details
4079,Gourmet,Xocolates i dolços,Xocolates,-,-,TORRAS Xocolata negra 70% flor sal i oli eco.,"2,20 €",0.1kg,"(22,00 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/08552/details
4080,Gourmet,Xocolates i dolços,Xocolates,-,-,BLANXART Xocolata negra 95% de Guayaquil,"2,95 €",0.125kg,"(23,60 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/35121/details
4081,Gourmet,Xocolates i dolços,Xocolates,-,-,NESTLÉ Xocolatina amb llet,"2,99 €",0.18kg,"(16,61 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/61841/details
4082,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,LOTUS Galeta caramel·litzada,"1,55 €",0.25kg,"(6,20 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/80404/details
4083,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,TRIAS Galetes de coco i xocolata KM0,"1,79 €",0.1kg,"(17,90 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/15468/details
4084,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,SCHÄR Galetes sense gluten,"1,19 €",0.04kg,"(29,75 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/21921/details
4085,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,TRIAS Galetes d'ametlla assortides KM0,"5,45 €",0.3kg,"(18,17 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/29795/details
4086,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,BIRBA Galetes Cubans xocolata KM0,"2,25 €",0.09kg,"(25,00 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/21977/details
4087,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,TRIAS Galetes d'ametlla assortides KM0,"8,75 €",0.5kg,"(17,50 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/29797/details
4088,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,SCHÄR Galetes de xocolata sense gluten,"2,99 €",0.25kg,"(11,96 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/68643/details
4089,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,JULES DESTROOPER Galetes de mantega,"2,89 €",0.1kg,"(28,90 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/81346/details
4090,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,TRIAS Galetes d'ametlla assortides KM0,"6,29 €",0.3kg,"(20,97 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/29504/details
4091,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,TRIAS Galetes assortides tradicionals KM0,"6,39 €",0.4kg,"(15,98 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/29796/details
4092,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,JULES DESTROOPER Galetes de sucre candi amb xocolata,"2,89 €",0.1kg,"(28,90 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/81344/details
4093,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,LOTUS Galetes caramel·litzades,"1,00 €",0.124kg,"(8,06 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/09505/details
4094,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,PROCELI Galetes Wafers de xocolata sense gluten,"2,50 €",0.13kg,"(19,23 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/81989/details
4095,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,BIRBA Galetes amb taronja i xocolata KM0,"2,89 €",0.12kg,"(24,08 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/68021/details
4096,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,BIRBA Galetes Ametllats KM0,"2,75 €",0.075kg,"(36,67 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/04653/details
4097,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,MASGRAU Pastís de formatge Km0,"3,99 €",0.45kg,"(8,87 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/40347/details
4098,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,BIRBA Galetes assortit selecte,"5,75 €",0.205kg,"(28,05 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/00012/details
4099,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,BIRBA Galetes Brisalets KM0,"2,65 €",0.115kg,"(23,04 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/05331/details
4100,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,WALKERS Galetes escoceses Shortbread Round,"3,10 €",0.15kg,"(20,67 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/82403/details
4101,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,WALKERS Galetes escoceses Shortbread,"3,10 €",0.15kg,"(20,67 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/82402/details
4102,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,PASTIOLOT Coulant de xocolata,"3,79 €",2 x 0.08kg,"(23,69 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/55921/details
4103,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,BIRBA Assortit de galetes KM0,"6,45 €",0.5kg,"(12,90 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/06996/details
4104,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,PASTIOLOT Lioneses de nata,"4,59 €",0.25kg,"(18,36 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/52407/details
4105,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,PASTIOLOT Pastís de 3 xocolates,"6,99 €",0.7kg,"(9,99 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/56741/details
4106,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,BIRBA Assortit de galetes KM0,"11,99 €",0.5kg,"(23,98 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/29644/details
4107,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,BIRBA Galetes KM0 Lins fruits d'or i xocolata,"2,55 €",0.145kg,"(17,59 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/04650/details
4108,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,PASTIOLOT Braç de crocant,"3,99 €",0.325kg,"(12,28 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/82620/details
4109,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,FERRER Pastís Cheesecake d'Oreo,"5,85 €",0.35kg,"(16,71 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/63676/details
4110,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,JULES DESTROOPER Galetes d'ametlles,"2,89 €",0.1kg,"(28,90 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/81345/details
4111,Gourmet,Xocolates i dolços,Galetes i pastissos,-,-,PASTIOLOT Braç de nata i rovell,"3,99 €",0.28kg,"(14,25 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/65384/details
4112,Gourmet,Alimentació Internacional,Mexicà,-,-,OLD EL PASO Tortillas mexicanes sense gluten,"1,95 €",0.216kg,"(9,03 € per quilo)",Si,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/17490/details
4113,Gourmet,Alimentació Internacional,Mexicà,-,-,ZANUY Nachos tortilla chips,"1,19 €",0.2kg,"(5,95 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/29998/details
4114,Gourmet,Alimentació Internacional,Mexicà,-,-,OLD EL PASO Tortillas mexicanes,"1,99 €",8 x 0.038kg,"(6,55 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/81666/details
4115,Gourmet,Alimentació Internacional,Mexicà,-,-,LA COLLITA Guacamole ecològic,"1,99 €",0.25kg,"(7,96 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/29429/details
4116,Gourmet,Alimentació Internacional,Mexicà,-,-,OLD EL PASO Condiment per fajita,"1,05 €",0.03kg,"(35,00 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/12774/details
4117,Gourmet,Alimentació Internacional,Mexicà,-,-,OLD EL PASO Guacamole,"1,89 €",0.195kg,"(9,69 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/86562/details
4118,Gourmet,Alimentació Internacional,Mexicà,-,-,OLD EL PASO Nachips naturals,"2,29 €",0.185kg,"(12,38 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/81665/details
4119,Gourmet,Alimentació Internacional,Mexicà,-,-,ZANUY Nachos de llavors i xia,"0,99 €",0.13kg,"(7,62 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/42325/details
4120,Gourmet,Alimentació Internacional,Mexicà,-,-,ZANUY Tortillas mexicanes,"1,95 €",0.32kg,"(6,09 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/32951/details
4121,Gourmet,Alimentació Internacional,Mexicà,-,-,ZANUY Nachos ecològics,"1,49 €",0.125kg,"(11,92 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/22717/details
4122,Gourmet,Alimentació Internacional,Mexicà,-,-,OLD EL PASO Fajita kit,"4,95 €",0.5kg,"(9,90 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/81664/details
4123,Gourmet,Alimentació Internacional,Mexicà,-,-,OLD EL PASO Barquetes mexicanes de blat,"2,22 €",0.193kg,"(11,50 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/81366/details
4124,Gourmet,Alimentació Internacional,Mexicà,-,-,ZANUY Condiment per fajita,"0,85 €",0.035kg,"(24,29 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/57592/details
4125,Gourmet,Alimentació Internacional,Mexicà,-,-,OLD EL PASO Salsa de formatge,"1,89 €",0.2kg,"(9,45 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/86563/details
4126,Gourmet,Alimentació Internacional,Mexicà,-,-,ZANUY Wraps integrals,"1,59 €",6 per paquet,"(0,27 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/33315/details
4127,Gourmet,Alimentació Internacional,Mexicà,-,-,ZANUY Salsa formatge cheddar,"1,30 €",0.2kg,"(6,50 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/57710/details
4128,Gourmet,Alimentació Internacional,Mexicà,-,-,ZANUY Nachos gust formatge,"1,20 €",0.2kg,"(6,00 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/29999/details
4129,Gourmet,Alimentació Internacional,Mexicà,-,-,ZANUY Salsa per a tacos,"1,30 €",0.2kg,"(6,50 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/57613/details
4130,Gourmet,Alimentació Internacional,Mexicà,-,-,ZANUY Salsa mexicana,"0,99 €",0.09kg,"(11,00 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/57596/details
4131,Gourmet,Alimentació Internacional,Mexicà,-,-,ZANUY Jalapeño a rodanxes,"1,69 €",0.225kg,"(7,51 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/57732/details
4132,Gourmet,Alimentació Internacional,Mexicà,-,-,LA COLLITA Guacamole picant ecològic,"1,99 €",0.25kg,"(7,96 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/16360/details
4133,Gourmet,Alimentació Internacional,Mexicà,-,-,SAWOR'S Fesols negres a la mexicana,"1,97 €",0.4kg,"(4,93 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/30826/details
4134,Gourmet,Alimentació Internacional,Mexicà,-,-,OLD EL PASO Tortilla Bowls,"2,29 €",0.15kg,"(15,27 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/35175/details
4135,Gourmet,Alimentació Internacional,Oriental,-,-,TA-TUNG Rotllets quatre formatges,"2,79 €",0.24kg,"(11,63 € per quilo)",Si,"Abans 2,99€",https://www.compraonline.bonpreuesclat.cat/products/04811/details
4136,Gourmet,Alimentació Internacional,Oriental,-,-,TA-TUNG Rotllets Nem de verdures,"2,99 €",0.16kg,"(18,69 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/08751/details
