,Categoria_1,Categoria_2,Categoria_3,Categoria_4,Categoria_5,Nom,Preu,Quantitat,Preu unitari,Oferta,Promocio,URL
2507,Neteja i llar,Neteja de la llar,Bosses escombraries,-,-,BONPREU Bosses d'escombraries mini 10 litres,"0,89 €",30 per paquet,"(0,03 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/45328/details
2508,Neteja i llar,Neteja de la llar,Bosses escombraries,-,-,HANDY BAG Bosses escombraries antibacteris 20 l,"1,95 €",15 per paquet,"(0,13 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/15939/details
2509,Neteja i llar,Neteja de la llar,Bosses escombraries,-,-,BONPREU Sacs escombraries industrials 100 litres,"1,25 €",10 per paquet,"(0,13 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/82947/details
2510,Neteja i llar,Neteja de la llar,Bosses escombraries,-,-,HANDY BAG Bosses escombraries antibac. 50 litres,"1,99 €",10 per paquet,"(0,20 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/36116/details
2511,Neteja i llar,Neteja de la llar,Bosses escombraries,-,-,SAPLEX Sac escombraries jardí 100lt,"3,79 €",10 per paquet,"(0,38 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/10860/details
2512,Neteja i llar,Neteja de la llar,Bosses escombraries,-,-,HANDY BAG Bosses escombraries perfumades 10 litres,"1,35 €",15 per paquet,"(0,09 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/87426/details
2513,Neteja i llar,Neteja de la llar,Bosses escombraries,-,-,BONPREU Bosses d'escombraries 30 litres,"1,35 €",20 per paquet,"(0,07 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/16123/details
2514,Neteja i llar,Neteja de la llar,Bosses escombraries,-,-,SAPLEX Bossa per tot 5 litres,"1,35 €",5L,"(0,27 € per litre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/06956/details
2515,Neteja i llar,Neteja de la llar,Bosses escombraries,-,-,BONPREU Bosses escombraries envasos,"1,45 €",30L,"(0,05 € per litre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/48729/details
2516,Neteja i llar,Neteja de la llar,Bosses escombraries,-,-,HANDY BAG Bosses escombraries reciclades 30 litres,"2,19 €",15 per paquet,"(0,15 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/66043/details
2517,Neteja i llar,Neteja de la llar,Bosses escombraries,-,-,ALFAPAC Bosses d'escombraries biocompostables,"2,25 €",15 per paquet,"(0,15 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/69466/details
2518,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2519,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2520,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2521,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2522,Neteja i llar,Conservació d'aliments,Paper alumini,-,-,BONPREU Paper d'alumini 30 metres,"1,55 €",30m,"(0,05 € per mil·lilitre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/09961/details
2523,Neteja i llar,Conservació d'aliments,Paper alumini,-,-,BONPREU Paper d'alumini 50 metres,"2,39 €",50m,"(0,05 € per mil·lilitre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/52780/details
2524,Neteja i llar,Conservació d'aliments,Paper alumini,-,-,BONPREU Paper d'alumini 16 metres,"0,89 €",16m,"(0,06 € per mil·lilitre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/35991/details
2525,Neteja i llar,Conservació d'aliments,Paper alumini,-,-,ALBAL Paper d'alumini 30 metres,"2,99 €",30m,"(0,10 € per mil·lilitre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/81053/details
2526,Neteja i llar,Conservació d'aliments,Paper alumini,-,-,BONPREU Paper d'alumini 100 metres,"3,99 €",100m,"(0,04 € per mil·lilitre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/65831/details
2527,Neteja i llar,Conservació d'aliments,Paper alumini,-,-,ALBAL Paper d'alumini 50 metres,"4,85 €",50m,"(0,10 € per mil·lilitre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/48259/details
2528,Neteja i llar,Conservació d'aliments,Paper film,-,-,BONPREU Film transparent 50 metres,"0,59 €",50m,"(0,01 € per mil·lilitre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/19136/details
2529,Neteja i llar,Conservació d'aliments,Paper film,-,-,ALBAL Film transparent 30 metres,"1,85 €",30m,"(0,06 € per mil·lilitre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/20538/details
2530,Neteja i llar,Conservació d'aliments,Paper film,-,-,ALBAL Film transparent 100 metres,"4,35 €",100m,"(0,04 € per mil·lilitre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/02872/details
2531,Neteja i llar,Conservació d'aliments,Paper film,-,-,BONPREU Film transparent,"0,49 €",30m,"(0,02 € per mil·lilitre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/04737/details
2532,Neteja i llar,Conservació d'aliments,Bosses,-,-,BONPREU Bossa hermètica petita,"0,83 €",15 per paquet,"(0,06 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/32534/details
2533,Neteja i llar,Conservació d'aliments,Bosses,-,-, Bosses congelador,"2,89 €",100 per paquet,"(0,03 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/03345/details
2534,Neteja i llar,Conservació d'aliments,Bosses,-,-,ALBAL Bosses congelació doble tancament Ziploc,"3,15 €",20 per paquet,"(0,16 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/65281/details
2535,Neteja i llar,Conservació d'aliments,Bosses,-,-,BONPREU Bosses glaçons,"0,86 €",15 per paquet,"(0,06 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/05893/details
2536,Neteja i llar,Conservació d'aliments,Bosses,-,-,BONPREU Bosses de congelació,"0,65 €",30 per paquet,"(0,02 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/32351/details
2537,Neteja i llar,Conservació d'aliments,Bosses,-,-,ALBAL Bosses entrepà,"1,35 €",50 per paquet,"(0,03 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/86335/details
2538,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2539,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2540,Neteja i llar,Conservació d'aliments,Bosses,-,-,SAPLEX Bossa per tot 5 litres,"1,35 €",5L,"(0,27 € per litre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/06956/details
2541,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2542,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2543,Neteja i llar,Conservació d'aliments,Caixes hermètiques,-,-,CURVER Recipient hermètic quadrat,"2,99 €",5 per paquet,"(0,60 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/50341/details
2544,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2545,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2546,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2547,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2548,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2549,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2550,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2551,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2552,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2553,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2554,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2555,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2556,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2557,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2558,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2559,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2560,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2561,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2562,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2563,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2564,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2565,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2566,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2567,Neteja i llar,Complements de la llar,Piles,-,-,BONPREU Piles alcalines AAA,"0,85 €",4 per paquet,"(0,21 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/22171/details
2568,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2569,Neteja i llar,Complements de la llar,Piles,-,-,BONPREU Piles alcalines AA LR06,"0,85 €",4 per paquet,"(0,21 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/22185/details
2570,Neteja i llar,Complements de la llar,Piles,-,-,BONPREU Piles alcalines C LR14,"1,90 €",2 per paquet,"(0,95 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/22220/details
2571,Neteja i llar,Complements de la llar,Piles,-,-,BONPREU Piles alcalines D LR20,"1,99 €",2 per paquet,"(1,00 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/22230/details
2572,Neteja i llar,Complements de la llar,Piles,-,-,CEGASA Piles recarregables AAA,"9,75 €",4 per paquet,"(2,44 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/84712/details
2573,Neteja i llar,Complements de la llar,Piles,-,-,CEGASA Piles recarregables AA,"9,75 €",4 per paquet,"(2,44 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/84711/details
2574,Neteja i llar,Complements de la llar,Piles,-,-,CEGASA Pila superalcalina LR14,"4,35 €",2 per paquet,"(2,18 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/84708/details
2575,Neteja i llar,Complements de la llar,Piles,-,-,CEGASA Pila superalcalina LR20,"4,35 €",2 per paquet,"(2,18 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/84709/details
2576,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2577,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2578,Neteja i llar,Complements de la llar,Jardí i barbacoa,-,-, Briquetes ecològiques de carbó vegetal,"2,49 €",3kg,"(0,83 € per quilo)",Si,"Abans 2,99€",https://www.compraonline.bonpreuesclat.cat/products/85613/details
2579,Neteja i llar,Complements de la llar,Jardí i barbacoa,-,-,TRES ESTRELLAS Líquid d'encesa,"3,29 €",1L,"(3,29 € per litre)",Si,"Abans 3,95€",https://www.compraonline.bonpreuesclat.cat/products/09952/details
2580,Neteja i llar,Complements de la llar,Jardí i barbacoa,-,-,BONPREU Pastilles per encendre el foc,"0,75 €",32 per paquet,"(0,02 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/82535/details
2581,Neteja i llar,Complements de la llar,Jardí i barbacoa,-,-,BONPREU Carbó vegetal,"2,59 €",3kg,"(0,86 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/81824/details
2582,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2583,Neteja i llar,Complements de la llar,Jardí i barbacoa,-,-,PAT Pastilles encesa instantània,"2,99 €",28 per paquet,"(0,11 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/06301/details
2584,Neteja i llar,Complements de la llar,Jardí i barbacoa,-,-,COMPO SANA Substrat universal,"4,59 €",12L,"(0,38 € per litre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/40249/details
2585,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2586,Neteja i llar,Complements de la llar,Jardí i barbacoa,-,-,TRES ESTRELLAS Encenfocs gegant,"3,35 €",3 per paquet,"(1,12 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/33911/details
2587,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL,NULL,NULL,NULL
2588,Neteja i llar,Complements de la llar,Jardí i barbacoa,-,-,COMPO Fertilitzant en vareta,"3,95 €",24 per paquet,"(0,16 € per article)",No,-,https://www.compraonline.bonpreuesclat.cat/products/41840/details
2589,Neteja i llar,Complements de la llar,Jardí i barbacoa,-,-,COMPO Adob universal,"3,79 €",1kg,"(3,79 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/37289/details
2590,Neteja i llar,Complements de la llar,Jardí i barbacoa,-,-,TRES ESTRELLAS Gel d'encesa,"4,75 €",1L,"(4,75 € per litre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/33922/details
2591,Neteja i llar,Complements de la llar,Jardí i barbacoa,-,-,COMPO UNIVERSAL Fertilitzant universal,"4,45 €",0.61kg,"(7,30 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/59767/details
2592,Neteja i llar,Complements de la llar,Jardí i barbacoa,-,-, Briquetes llenya per a estufa,"3,59 €",7kg,"(0,51 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/85616/details
2593,Neteja i llar,Complements de la llar,Jardí i barbacoa,-,-,COMPO Abrillantador de fulles,"4,75 €",0.25L,"(19,00 € per litre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/37290/details
2594,Neteja i llar,Complements de la llar,Jardí i barbacoa,-,-,TRES ESTRELLAS Netejador per finestres de xemeneia,"4,75 €",0.5L,"(9,50 € per litre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/57534/details
2595,Nadons,Alimentació,Farinetes,-,-,NESTLÉ Farinetes 8 cereals amb galeta,"5,47 €",0.9kg,"(6,08 € per quilo)",Si,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/80096/details
2596,Nadons,Alimentació,Farinetes,-,-,NESTLÉ Farinetes 8 cereals amb mel,"5,18 €",0.9kg,"(5,76 € per quilo)",Si,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/58443/details
2597,Nadons,Alimentació,Farinetes,-,-,NESTLÉ Farinetes 8 cereals,"3,53 €",0.6kg,"(5,88 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/84613/details
2598,Nadons,Alimentació,Farinetes,-,-,NESTLÉ Farinetes cereals instantànies i galeta,"3,00 €",0.5kg,"(6,00 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/85334/details
2599,Nadons,Alimentació,Farinetes,-,-,NESTLÉ Farinetes de cereals instantànies,"3,00 €",0.5kg,"(6,00 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/85488/details
2600,Nadons,Alimentació,Farinetes,-,-,NESTLÉ Llet i cereals,"1,99 €",2 x 0.25L,"(3,98 € per litre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/59974/details
2601,Nadons,Alimentació,Farinetes,-,-,"NESTLÉ Farinetes amb llet, cereals i mel","1,99 €",2 x 0.25L,"(3,98 € per litre)",No,-,https://www.compraonline.bonpreuesclat.cat/products/53313/details
2602,Nadons,Alimentació,Farinetes,-,-,NESTLÉ Farinetes cereals sense gluten,"2,99 €",0.5kg,"(5,98 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/26366/details
2603,Nadons,Alimentació,Farinetes,-,-,HIPP Farinetes multicereals ecològiques,"4,79 €",0.4kg,"(11,98 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/14032/details
2604,Nadons,Alimentació,Farinetes,-,-,BLEVIT RIZCREM Farinetes instantànies,"6,75 €",0.3kg,"(22,50 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/10856/details
2605,Nadons,Alimentació,Farinetes,-,-,NESTLÉ Llet amb galeta maria,"1,99 €",2 x 0.125kg,"(7,96 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/28822/details
2606,Nadons,Alimentació,Farinetes,-,-,HERO BABY Farinetes de 8 cereals sense sucre,"2,26 €",0.34kg,"(6,65 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/52742/details
2607,Nadons,Alimentació,Farinetes,-,-,HERO BABY Farinetes 8 cereals amb mel,"2,26 €",0.34kg,"(6,65 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/04322/details
2608,Nadons,Alimentació,Farinetes,-,-,HERO BABY Farinetes 8 cereals amb galeta,"2,99 €",0.5kg,"(5,98 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/04524/details
2609,Nadons,Alimentació,Farinetes,-,-,HERO BABY Farinetes de cereals sense gluten,"3,35 €",0.34kg,"(9,85 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/52707/details
2610,Nadons,Alimentació,Farinetes,-,-,BLEVIT PLUS Farinetes instantànies sense gluten,"8,40 €",0.6kg,"(14,00 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/11848/details
2611,Nadons,Alimentació,Farinetes,-,-,BLEVIT PLUS Farinetes instantànies 5 cereals 0%,"8,40 €",0.6kg,"(14,00 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/31991/details
2612,Nadons,Alimentació,Farinetes,-,-,BLEVIT Farinetes 8 cereals amb mel,"12,49 €",1kg,"(12,49 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/30571/details
2613,Parafarmàcia,Primera infància,Potets,-,-,NUTRIBEN Potet fruites variades,"1,29 €",0.235kg,"(5,49 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/69601/details
2614,Parafarmàcia,Primera infància,Potets,-,-,HIPP Potet de gall dindi i verdures ecològic,"1,89 €",0.25kg,"(7,56 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/42097/details
2615,Parafarmàcia,Primera infància,Potets,-,-,NUTRIBEN Potet de verdures amb llenguado,"1,29 €",0.235kg,"(5,49 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/70018/details
2616,Parafarmàcia,Primera infància,Potets,-,-,NUTRIBEN Potet de pollastre amb arròs,"1,29 €",0.235kg,"(5,49 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/69733/details
2617,Parafarmàcia,Primera infància,Potets,-,-,NUTRIBEN Potet lluç amb arròs,"1,29 €",0.235kg,"(5,49 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/69805/details
2618,Parafarmàcia,Primera infància,Potets,-,-,NUTRIBEN Potet de menestra de xai,"1,29 €",0.235kg,"(5,49 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/30332/details
2619,Parafarmàcia,Primera infància,Potets,-,-,NUTRIBEN Potet de vedella amb patates,"1,29 €",0.235kg,"(5,49 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/69780/details
2620,Parafarmàcia,Primera infància,Potets,-,-,NUTRIBEN Potet 6 fruites,"1,29 €",0.235kg,"(5,49 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/68884/details
2621,Parafarmàcia,Primera infància,Potets,-,-,NUTRIBEN Potet postres 6 fruites i cereals,"1,29 €",0.235kg,"(5,49 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/70020/details
2622,Parafarmàcia,Primera infància,Potets,-,-,NUTRIBEN Potet de pollastre i arròs ecològic,"2,45 €",0.235kg,"(10,43 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/31848/details
2623,Parafarmàcia,Primera infància,Potets,-,-,NUTRIBEN Potet de vedella i verdures,"1,29 €",0.235kg,"(5,49 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/70019/details
2624,Parafarmàcia,Primera infància,Potets,-,-,NUTRIBEN Potet pollastre-vedella amb verdures,"1,29 €",0.235kg,"(5,49 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/69740/details
2625,Parafarmàcia,Primera infància,Potets,-,-,NUTRIBEN Potet de pollastre i verdures,"1,29 €",0.235kg,"(5,49 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/70065/details
2626,Parafarmàcia,Primera infància,Potets,-,-,NUTRIBEN Potet de pollastre i vedella,"1,29 €",0.235kg,"(5,49 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/69223/details
2627,Parafarmàcia,Primera infància,Potets,-,-,NUTRIBEN Potet de vedella i verdures,"1,29 €",0.235kg,"(5,49 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/69531/details
2628,Parafarmàcia,Primera infància,Potets,-,-,NUTRIBEN Potet poma-taronja-plàtan galeta,"1,29 €",0.235kg,"(5,49 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/30346/details
2629,Parafarmàcia,Primera infància,Potets,-,-,HIPP Potet fideus-tomàquet i lluç eco,"1,89 €",0.25kg,"(7,56 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/42099/details
2630,Parafarmàcia,Primera infància,Potets,-,-,NUTRIBEN Potet eco verdures i gall dindi,"2,45 €",0.235kg,"(10,43 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/32905/details
2631,Parafarmàcia,Primera infància,Potets,-,-,"NUTRIBEN Potet plàtan, taronja, mandarina, pera","1,29 €",0.235kg,"(5,49 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/30353/details
2632,Nadons,Alimentació,Sucs,-,-,"HERO NANOS Fruita de taronja, plàtan i galeta","0,79 €",0.1kg,"(7,90 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/48277/details
2633,Nadons,Alimentació,Sucs,-,-,YOGOLINO Iogurt líquid de plàtan i maduixa,"1,05 €",0.09kg,"(11,67 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/17673/details
2634,Nadons,Alimentació,Sucs,-,-,YOGOLINO Postres de poma i maduixa,"1,05 €",0.09kg,"(11,67 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/50344/details
2635,Nadons,Alimentació,Sucs,-,-,"NESTLÉ NATURNES Fruita per beure poma, plàtan i civada","0,85 €",0.09kg,"(9,44 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/17224/details
2636,Nadons,Alimentació,Sucs,-,-,PASCUAL Iogurt líquid de maduixa i plàtan,"1,43 €",2 x 0.08kg,"(8,94 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/13993/details
2637,Nadons,Alimentació,Sucs,-,-,PASCUAL Iogurt líquid de maduixa,"1,43 €",2 x 0.08kg,"(8,94 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/11527/details
2638,Nadons,Alimentació,Sucs,-,-,"NESTLÉ NATURNES Fruita per beure poma, pastanaga i mango","0,85 €",0.09kg,"(9,44 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/17225/details
2639,Nadons,Alimentació,Altres aliments infantils,-,-,YOGOLINO Postres natural,"2,25 €",0.4kg,"(5,63 € per quilo)",Si,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/05299/details
2640,Nadons,Alimentació,Altres aliments infantils,-,-,YOGOLINO Postres de plàtan,"2,25 €",4 x 0.1kg,"(5,63 € per quilo)",Si,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/10773/details
2641,Nadons,Alimentació,Altres aliments infantils,-,-,YOGOLINO Postres de maduixa,"2,25 €",4 x 0.1kg,"(5,63 € per quilo)",Si,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/19037/details
2642,Nadons,Alimentació,Altres aliments infantils,-,-,NESTLÈ Fruita de butxaca de 4 fruites,"3,39 €",4 x 0.09kg,"(9,42 € per quilo)",Si,2a unitat 70% de descompte,https://www.compraonline.bonpreuesclat.cat/products/50067/details
2643,Nadons,Alimentació,Altres aliments infantils,-,-,NESTLÈ Fruita de butxaca plàtan i poma,"3,39 €",4 x 0.09kg,"(9,42 € per quilo)",Si,2a unitat 70% de descompte,https://www.compraonline.bonpreuesclat.cat/products/49969/details
2644,Nadons,Alimentació,Altres aliments infantils,-,-,MI PRIMER DANONE Aliment làctic infantil natural,"2,59 €",4 x 0.1kg,"(6,48 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/82512/details
2645,Nadons,Alimentació,Altres aliments infantils,-,-,HERO BABY Galetes infantils sense gluten,"1,95 €",0.2kg,"(9,75 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/15454/details
2646,Nadons,Alimentació,Altres aliments infantils,-,-, Iogurt butx eco civada,"1,29 €",0.1kg,"(12,90 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/84443/details
2647,Nadons,Alimentació,Altres aliments infantils,-,-,ALMIRÓN Galetes infantils de cereals,"1,99 €",0.18kg,"(11,06 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/62858/details
2648,Nadons,Alimentació,Altres aliments infantils,-,-,YOGOLINO NESTLÉ Postre galeta,"2,06 €",0.4kg,"(5,15 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/67127/details
2649,Nadons,Alimentació,Altres aliments infantils,-,-,YOGOLINO Postre mini natural sense sucres,"2,25 €",6 x 0.06kg,"(6,25 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/50478/details
2650,Nadons,Alimentació,Altres aliments infantils,-,-,YOGOLINO Postre de maduixa i plàtan sense sucres,"2,25 €",4 x 0.1kg,"(5,63 € per quilo)",No,-,https://www.compraonline.bonpreuesclat.cat/products/50366/details
