Categoria_1,Categoria_2,Categoria_3,Categoria_4,Categoria_5,Nom,Preu,Quantitat,Preu unitari,Oferta,Promocio,URL,Date
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,VILA VELLA Suc de mandarina ecològic,"3,55 €",1L,"(3,55 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/70257/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,JUVER DISFRUTA Nèctar de poma sense sucre,"2,15 €",2L,"(1,08 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/80395/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,GRANINI Beguda de magrana i poma,"2,12 €",1L,"(2,12 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/49882/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,VILA VELLA Suc de préssec i raïm ecològic,"3,45 €",1L,"(3,45 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/73054/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,JUVER DISFRUTA Nèctar tropical sense sucre,"2,15 €",2L,"(1,08 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/08127/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,VILA VELLA Suc de llimona ecològic,"3,25 €",1L,"(3,25 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/08907/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,BIFRUTAS Beguda de llet i fruites Tropical zero,"1,91 €",6 x 0.2L,"(1,59 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/28517/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,JUVER Suc veggie morat,"1,99 €",1L,"(1,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/23553/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,"JUVER Suc de mango, poma, carabassa i pastanga","1,99 €",1L,"(1,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/23305/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,AGROFRESC Suc verd tropical amb xia,"2,15 €",0.5L,"(4,30 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/37734/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,AGROFRESC Suc verd Veggie,"1,99 €",0.5L,"(3,98 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/15110/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,DIET RADISSON Suc de pastanaga,"2,59 €",1L,"(2,59 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/62219/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,BONPREU Barreja de sucs vermell,"1,45 €",0.25L,"(5,80 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/64849/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,BONPREU Barreja de sucs taronja,"1,45 €",0.25L,"(5,80 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/64803/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,BONPREU Barreja de sucs verd,"1,45 €",0.25L,"(5,80 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/64797/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,FLAX&KALE Suc de fruites Vegan Vampir,"2,49 €",0.3L,"(8,30 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/59472/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,FLAX&KALE Suc verd Green Love,"2,49 €",0.3L,"(8,30 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/59469/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,FLAX&KALE Suc de fruites Forever Young,"2,49 €",0.3L,"(8,30 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/59478/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,FLAX&KALE Te Kombutxa Symbiotic Passion,"2,99 €",0.4L,"(7,48 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/59492/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,FLAX&KALE Te Kombutxa Mother Africa,"2,99 €",0.4L,"(7,48 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/59504/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,FLAX&KALE Te Kombutxa Blue Mojito,"2,99 €",0.4L,"(7,48 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/59505/details,02/11/2020
Begudes,Sucs i nèctars,"Dieta, eco, salut",-,-,VITAE Te kombutxa mango i maduixa,"4,99 €",0.5L,"(9,98 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/84804/details,02/11/2020
Begudes,Vins i caves,Sangria i vi negre d'estiu,-,-,LA CASERA Tinto de verano amb llimona,"1,85 €",1.5L,"(1,23 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/29012/details,02/11/2020
Begudes,Vins i caves,Sangria i vi negre d'estiu,-,-,DON SIMON Sangria,"1,75 €",1.5L,"(1,17 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/07606/details,02/11/2020
Begudes,Vins i caves,Sangria i vi negre d'estiu,-,-,LA CASERA Tinto de verano,"1,78 €",1.5L,"(1,19 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/33702/details,02/11/2020
Begudes,Vins i caves,Sangria i vi negre d'estiu,-,-,LOLEA Sangria,"8,70 €",0.75L,"(11,60 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/29989/details,02/11/2020
Begudes,Vins i caves,Sangria i vi negre d'estiu,-,-,DON SIMON Sangria,"1,49 €",1L,"(1,49 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/20870/details,02/11/2020
Begudes,Vins i caves,Sangria i vi negre d'estiu,-,-,MAR&SOL Sangria,"3,75 €",0.75L,"(5,00 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/07311/details,02/11/2020
Begudes,Vins i caves,Sangria i vi negre d'estiu,-,-,LA CASERA Tinto de verano amb llimona s/alcohol,"1,85 €",1.5L,"(1,23 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/08395/details,02/11/2020
Begudes,Vins i caves,Sangria i vi negre d'estiu,-,-,DON SIMON Sangria Premium,"2,99 €",0.75L,"(3,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/06975/details,02/11/2020
Begudes,Vins i caves,Sangria i vi negre d'estiu,-,-,LA SUECA Sangria,"6,95 €",1L,"(6,95 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/27029/details,02/11/2020
Begudes,Vins i caves,Sidra,-,-,LADRÓN DE MANZANAS Sidra de poma,"0,99 €",0.25L,"(3,96 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/17550/details,02/11/2020
Begudes,Vins i caves,Sidra,-,-,LADRÓN DE MANZANAS Sidra de poma i fruites vermelles,"0,99 €",0.25L,"(3,96 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/17818/details,02/11/2020
Begudes,Vins i caves,Sidra,-,-,MOOMA Sidra,"2,45 €",0.33L,"(7,42 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/14229/details,02/11/2020
Begudes,Vins i caves,Sidra,-,-,LADRON DE MANZANAS Sidra poma verda,"0,99 €",0.25L,"(3,96 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/11153/details,02/11/2020
Begudes,Vins i caves,Sidra,-,-,LADRÓN MANZANAS Sidra de fruits vermells,"1,29 €",0.33L,"(3,91 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/80708/details,02/11/2020
Begudes,Vins i caves,Sidra,-,-,LADRÓN DE MANZANAS Sidra de poma,"1,29 €",0.33L,"(3,91 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/68118/details,02/11/2020
Begudes,Vins i caves,Sidra,-,-,MAYADOR Sidra asturiana,"1,35 €",0.75L,"(1,80 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/46904/details,02/11/2020
Begudes,Vins i caves,Sidra,-,-,MAYADOR Sidra sense alcohol,"1,35 €",0.75L,"(1,80 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/33365/details,02/11/2020
Begudes,Vins i caves,Sidra,-,-,M BUSTO Sidra natural,"2,29 €",0.7L,"(3,27 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/78330/details,02/11/2020
Begudes,Vins i caves,Sidra,-,-,M BUSTO Sidra ecològica espumosa,"3,39 €",0.75L,"(4,52 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/78332/details,02/11/2020
Begudes,Vins i caves,Sidra,-,-,LADRÓN MANZANAS Sidra de poma 6x25 cl,"5,94 €",1.5L,"(3,96 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/23929/details,02/11/2020
Begudes,Vins i caves,Vi sense alcohol,-,-,NATUREO Vi blanc sense alcohol,"7,80 €",0.75L,"(10,40 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/09288/details,02/11/2020
Begudes,Vins i caves,Vi en caixa,-,-,ALBALI Caixa de vi negre Valdepeñas criança,"14,31 €",4.5L,"(3,18 € per litre)",SI,10% de descompte,https://www.compraonline.bonpreuesclat.cat/products/16682/details,02/11/2020
Begudes,Vins i caves,Vi en caixa,-,-,RIUBAL Caixa de vi negre DO Penedès,"14,53 €",4.5L,"(3,23 € per litre)",SI,10% de descompte,https://www.compraonline.bonpreuesclat.cat/products/57238/details,02/11/2020
Begudes,Vins i caves,Vi en caixa,-,-,RIUBAL Caixa de vi blanc DO Penedès Blanc,"14,53 €",4.5L,"(3,23 € per litre)",SI,10% de descompte,https://www.compraonline.bonpreuesclat.cat/products/57382/details,02/11/2020
Begudes,Vins i caves,Vi en caixa,-,-,VINYA ALBALI Caixa de vi negre DO Valdepeñas reserva,"17,01 €",4.5L,"(3,78 € per litre)",SI,10% de descompte,https://www.compraonline.bonpreuesclat.cat/products/57239/details,02/11/2020
Begudes,Vins i caves,Vi en caixa,-,-,CONDE DE CARALT Caixa de vi negre DO Catalunya,"17,28 €",4.5L,"(3,84 € per litre)",SI,10% de descompte,https://www.compraonline.bonpreuesclat.cat/products/57392/details,02/11/2020
Begudes,Vins i caves,Vi en caixa,-,-,CONDE DE CARALT Caixa de vi blanc DO Catalunya,"17,77 €",4.5L,"(3,95 € per litre)",SI,10% de descompte,https://www.compraonline.bonpreuesclat.cat/products/57462/details,02/11/2020
Begudes,Vins i caves,Vi en caixa,-,-,RENE BARBIER Caixa de vi blanc DO Catalunya Kraliner,"17,82 €",4.5L,"(3,96 € per litre)",SI,10% de descompte,https://www.compraonline.bonpreuesclat.cat/products/57512/details,02/11/2020
Begudes,Vins i caves,Vi en caixa,-,-,RENE BARBIER Caixa de vi negre DO Catalunya,"17,82 €",4.5L,"(3,96 € per litre)",SI,10% de descompte,https://www.compraonline.bonpreuesclat.cat/products/57463/details,02/11/2020
Begudes,Vins i caves,Vi en caixa,-,-,ALTOS TAMARON Caixa de vi negre DO Ribera del Duero,"19,93 €",4.5L,"(4,43 € per litre)",SI,10% de descompte,https://www.compraonline.bonpreuesclat.cat/products/57537/details,02/11/2020
Begudes,Vins i caves,Vi en caixa,-,-,BACH Caixa de vi negre DO Catalunya Viña Ext.,"22,68 €",4.5L,"(5,04 € per litre)",SI,10% de descompte,https://www.compraonline.bonpreuesclat.cat/products/57430/details,02/11/2020
Begudes,Vins i caves,Vi en caixa,-,-,ALTOS TAMARON Caixa de vi negre DO Ribera del Duero,"26,95 €",4.5L,"(5,99 € per litre)",SI,10% de descompte,https://www.compraonline.bonpreuesclat.cat/products/57530/details,02/11/2020
Begudes,Vins i caves,Vi en caixa,-,-,EDERRA Caixa de vi negre DO Rioja criança,"35,59 €",4.5L,"(7,91 € per litre)",SI,10% de descompte,https://www.compraonline.bonpreuesclat.cat/products/57419/details,02/11/2020
Begudes,Vins i caves,Vi en caixa,-,-,ETIM Caixa de vi negre DO Montsant criança,"37,53 €",4.5L,"(8,34 € per litre)",SI,10% de descompte,https://www.compraonline.bonpreuesclat.cat/products/57378/details,02/11/2020
Begudes,Vins i caves,Vi en caixa,-,-,RAIMAT ABADIA Caixa de vi negre DO Costers del Segre,"37,75 €",4.5L,"(8,39 € per litre)",SI,10% de descompte,https://www.compraonline.bonpreuesclat.cat/products/57464/details,02/11/2020
Begudes,Vins i caves,Vi en caixa,-,-,M.CACERES Caixa de vi negre DO Rioja criança,"39,42 €",4.5L,"(8,76 € per litre)",SI,10% de descompte,https://www.compraonline.bonpreuesclat.cat/products/57532/details,02/11/2020
Begudes,Vins i caves,Vi en caixa,-,-,VINA POMAL Caixa de vi negre DOQ Rioja criança,"41,58 €",4.5L,"(9,24 € per litre)",SI,10% de descompte,https://www.compraonline.bonpreuesclat.cat/products/57538/details,02/11/2020
Begudes,Vins i caves,Vi en caixa,-,-,SCALA DEI Caixa de vi negre DOQ Priorat,"61,51 €",4.5L,"(13,67 € per litre)",SI,10% de descompte,https://www.compraonline.bonpreuesclat.cat/products/57535/details,02/11/2020
Begudes,Licors,Brandy i conyac,-,-,SOBERANO Beguda espirituosa,"7,99 €",1L,"(7,99 € per litre)",SI,"Abans 8,49€",https://www.compraonline.bonpreuesclat.cat/products/01332/details,02/11/2020
Begudes,Licors,Brandy i conyac,-,-,TORRES Brandi Reserva Penedès,"9,25 €",0.7L,"(13,21 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01337/details,02/11/2020
Begudes,Licors,Brandy i conyac,-,-,ALFONS III Beguda espirituosa,"5,95 €",1L,"(5,95 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/16906/details,02/11/2020
Begudes,Licors,Brandy i conyac,-,-,MASCARO Brandi,"12,29 €",0.7L,"(17,56 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01339/details,02/11/2020
Begudes,Licors,Brandy i conyac,-,-,MAGNO Brandy de Xerès Solera Reserva,"10,65 €",0.7L,"(15,21 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01336/details,02/11/2020
Begudes,Licors,Brandy i conyac,-,-,TORRES Brandi Reserva Penedès,"11,25 €",0.7L,"(16,07 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01338/details,02/11/2020
Begudes,Licors,Brandy i conyac,-,-,VETERANO Beguda espirituosa,"8,99 €",1L,"(8,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01331/details,02/11/2020
Begudes,Licors,Brandy i conyac,-,-,TERRY Beguda espirituosa,"8,49 €",1L,"(8,49 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/62659/details,02/11/2020
Begudes,Licors,Brandy i conyac,-,-,CARDENAL MENDOZA Brandi de Xerès Solera Gran Reserva,"23,15 €",0.7L,"(33,07 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/02620/details,02/11/2020
Begudes,Licors,Brandy i conyac,-,-,COURVOISIER Conyac,"19,95 €",0.7L,"(28,50 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/02712/details,02/11/2020
Begudes,Licors,Brandy i conyac,-,-,GRAN DUQUE DE ALBA Brandy de Xerès solera gran reserva,"24,25 €",0.7L,"(34,64 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/06592/details,02/11/2020
Begudes,Licors,Brandy i conyac,-,-,CARLOS I Brandi de Xerès solera gran reserva,"25,24 €",0.7L,"(36,06 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/08594/details,02/11/2020
Begudes,Licors,Brandy i conyac,-,-,CARLOS III Brandi de Xerès Solera Reserva,"11,25 €",0.7L,"(16,07 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01335/details,02/11/2020
Begudes,Licors,Brandy i conyac,-,-,REMY MARTIN Conyac,"36,85 €",0.75L,"(49,13 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/56637/details,02/11/2020
Begudes,Licors,Brandy i conyac,-,-,SOLERA 1866 Brandy Solera 1866,"45,05 €",0.7L,"(64,36 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/55209/details,02/11/2020
Begudes,Licors,Ginebra,-,-,GIRO Ginebra nacional,"10,49 €",1L,"(10,49 € per litre)",SI,"Abans 11,35€",https://www.compraonline.bonpreuesclat.cat/products/01361/details,02/11/2020
Begudes,Licors,Ginebra,-,-,THE LONDON Nº1 Ginebra,"26,99 €",1L,"(26,99 € per litre)",SI,"Abans 32,95€",https://www.compraonline.bonpreuesclat.cat/products/05111/details,02/11/2020
Begudes,Licors,Ginebra,-,-,BULLDOG Ginebra London,"19,95 €",0.7L,"(28,50 € per litre)",SI,"Abans 22,15€",https://www.compraonline.bonpreuesclat.cat/products/06630/details,02/11/2020
Begudes,Licors,Ginebra,-,-,SEAGRAMS Ginebra extra suau,"16,15 €",0.7L,"(23,07 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/13976/details,02/11/2020
Begudes,Licors,Ginebra,-,-,PUERTO INDIAS Ginebra strawberry,"14,55 €",0.7L,"(20,79 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/15099/details,02/11/2020
Begudes,Licors,Ginebra,-,-,BENGALA BAY Ginebra,"5,99 €",0.7L,"(8,56 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/11921/details,02/11/2020
Begudes,Licors,Ginebra,-,-,TANQUERAY Ginebra,"13,89 €",0.7L,"(19,84 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/47485/details,02/11/2020
Begudes,Licors,Ginebra,-,-,5TH FIRE Ginebra,"13,95 €",0.7L,"(19,93 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/26152/details,02/11/2020
Begudes,Licors,Ginebra,-,-,BOMBAY Ginebra,"19,95 €",0.7L,"(28,50 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/29929/details,02/11/2020
Begudes,Licors,Ginebra,-,-,BOMBAY Ginebra seca,"12,15 €",0.7L,"(17,36 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/26760/details,02/11/2020
Begudes,Licors,Ginebra,-,-,BEEFEATER Ginebra,"13,45 €",0.7L,"(19,21 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01364/details,02/11/2020
Begudes,Licors,Ginebra,-,-,LARIOS Ginebra nacional,"10,65 €",1L,"(10,65 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01362/details,02/11/2020
Begudes,Licors,Ginebra,-,-,MARTIN MILLERS Ginebra,"25,45 €",0.7L,"(36,36 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/38763/details,02/11/2020
Begudes,Licors,Ginebra,-,-,NORDES Ginebra,"22,89 €",0.7L,"(32,70 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/25624/details,02/11/2020
Begudes,Licors,Ginebra,-,-,MOMBASA Ginebra,"20,65 €",0.7L,"(29,50 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/29997/details,02/11/2020
Begudes,Licors,Ginebra,-,-,HENDRICKS Ginebra escocesa,"29,95 €",0.7L,"(42,79 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01995/details,02/11/2020
Begudes,Licors,Ginebra,-,-,DANI Estoig amb baies de ginebró i cardamom,"3,99 €",0.055kg,"(72,55 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/07973/details,02/11/2020
Begudes,Licors,Ginebra,-,-,BENGALA BAY Strawberry Ginebra,"5,99 €",0.7L,"(8,56 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/38195/details,02/11/2020
Begudes,Licors,Ginebra,-,-,PUERTO DE INDIAS Ginebra,"12,49 €",0.7L,"(17,84 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/22117/details,02/11/2020
Begudes,Licors,Ginebra,-,-,G VINE Ginebra francesa,"33,99 €",0.7L,"(48,56 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/30351/details,02/11/2020
Begudes,Licors,Ginebra,-,-,XORIGUER Gin Xoriguer,"13,99 €",0.7L,"(19,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/04444/details,02/11/2020
Begudes,Licors,Ginebra,-,-,BROCKMANS Ginebra Premium,"29,90 €",0.7L,"(42,71 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/32371/details,02/11/2020
Begudes,Licors,Ginebra,-,-,THE WAVE Ginebra Dry,"13,20 €",0.7L,"(18,86 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/11417/details,02/11/2020
Begudes,Licors,Ginebra,-,-,CITADELLE Ginebra,"24,50 €",0.7L,"(35,00 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/56797/details,02/11/2020
Begudes,Licors,Ginebra,-,-,GORDON'S Ginebra,"8,99 €",0.75L,"(11,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/63759/details,02/11/2020
Begudes,Licors,Ginebra,-,-,LARIOS Ginebra,"9,45 €",0.7L,"(13,50 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/64630/details,02/11/2020
Begudes,Licors,Ginebra,-,-,PUERTO DE INDIAS Ginebra Guadalquivir,"14,55 €",0.7L,"(20,79 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/58668/details,02/11/2020
Begudes,Licors,Ginebra,-,-,TANQUERAY Ginebra Ten,"29,95 €",0.7L,"(42,79 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/63777/details,02/11/2020
Begudes,Licors,Rom,-,-,BARDINET Rom Negrita,"8,19 €",0.7L,"(11,70 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/10442/details,02/11/2020
Begudes,Licors,Rom,-,-,CACIQUE Rom anyenc superior,"11,99 €",0.7L,"(17,13 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/68224/details,02/11/2020
Begudes,Licors,Rom,-,-,PUJOL Rom negre,"12,49 €",1L,"(12,49 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01369/details,02/11/2020
Begudes,Licors,Rom,-,-,BRUGAL Rom anyenc,"13,79 €",0.7L,"(19,70 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/16908/details,02/11/2020
Begudes,Licors,Rom,-,-,HAVANA CLUB Rom anyenc 3 anys,"11,70 €",0.7L,"(16,71 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/83379/details,02/11/2020
Begudes,Licors,Rom,-,-,MERCADER INDIAS Rom anyenc,"5,79 €",0.7L,"(8,27 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/17895/details,02/11/2020
Begudes,Licors,Rom,-,-,MERCADER INDIAS Rom blanc,"5,95 €",1L,"(5,95 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/03566/details,02/11/2020
Begudes,Licors,Rom,-,-,BARCELO Rom anyenc,"13,99 €",0.7L,"(19,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/15492/details,02/11/2020
Begudes,Licors,Rom,-,-,ZACAPA Rom Sistema 23 Solera,"49,95 €",0.7L,"(71,36 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/03058/details,02/11/2020
Begudes,Licors,Rom,-,-,BACARDI Rom fosc carta negre,"11,99 €",0.7L,"(17,13 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/58221/details,02/11/2020
Begudes,Licors,Rom,-,-,SANTA TERESA Rom anyenc,"13,45 €",0.7L,"(19,21 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/51693/details,02/11/2020
Begudes,Licors,Rom,-,-,BACARDI Rom blanc premium,"16,80 €",1L,"(16,80 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01366/details,02/11/2020
Begudes,Licors,Vodka,-,-,SMIRNOFF Vodka,"12,49 €",1L,"(12,49 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/25610/details,02/11/2020
Begudes,Licors,Vodka,-,-,ABSOLUT Vodka,"17,50 €",1L,"(17,50 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/02889/details,02/11/2020
Begudes,Licors,Vodka,-,-,STROIKA Vodka,"5,99 €",1L,"(5,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/06455/details,02/11/2020
Begudes,Licors,Vodka,-,-,ERISTOFF Vodka,"11,05 €",1L,"(11,05 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/47455/details,02/11/2020
Begudes,Licors,Vodka,-,-,MOSKOVSKAYA Vodka,"10,75 €",1L,"(10,75 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/35563/details,02/11/2020
Begudes,Licors,Vodka,-,-,ERISTOFF Black vodka,"10,89 €",0.7L,"(15,56 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/51635/details,02/11/2020
Begudes,Licors,Vodka,-,-,ZUBROWKA Vodka The Original,"14,45 €",0.7L,"(20,64 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/55213/details,02/11/2020
Begudes,Licors,Vodka,-,-,STOLICHANYA Vodka,"16,59 €",1L,"(16,59 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/81456/details,02/11/2020
Begudes,Licors,Vodka,-,-,BELVEDERE Vodka,"35,95 €",0.7L,"(51,36 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/15417/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,CINZANO Vermut negre,"5,89 €",1L,"(5,89 € per litre)",SI,"Abans 6,89€",https://www.compraonline.bonpreuesclat.cat/products/03027/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,MIRÓ Vermut negre,"5,25 €",1L,"(5,25 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/66317/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,BOQUETTI Vermut negre,"2,15 €",1L,"(2,15 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/03288/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,YZAGUIRRE Vermut negre,"6,99 €",1L,"(6,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01934/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,MARTINI Vermut blanc dolç,"8,49 €",1L,"(8,49 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01319/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,MARTINI Vermut negre,"8,49 €",1L,"(8,49 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01320/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,MIRÓ Vermut blanc,"5,25 €",1L,"(5,25 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/09511/details,02/11/2020
