Categoria_1,Categoria_2,Categoria_3,Categoria_4,Categoria_5,Nom,Preu,Quantitat,Preu unitari,Oferta,Promocio,URL,Date
Neteja i llar,Neteja de la llar,Casa,Netejador/Reparador mobles,-,BONPREU Netejador mobles,"0,99 €",0.3L,"(3,30 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/03893/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejador/Reparador mobles,-,PRONTO Netejafusta sabonós,"3,85 €",0.75L,"(5,13 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/22507/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejador/Reparador mobles,-,PRONTO Netejador mobles 5 en 1,"3,59 €",0.5L,"(7,18 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/22393/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejador/Reparador mobles,-,MI CASA Tovalloletes neteja mobles,"0,95 €",20 per paquet,"(0,05 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/66340/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejador/Reparador mobles,-,PRONTO Reparador mobles,"4,25 €",0.1L,"(42,50 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/20873/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejador/Reparador mobles,-,CENTELLA Netejador multiusos antipols,"4,95 €",0.4L,"(12,38 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/31750/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejador/Reparador mobles,-,SANYTOL Tovalloletes desinfectants,"1,99 €",30 per paquet,"(0,07 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/03954/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,TENN Netejador general àloe vera pH neutre,"2,35 €",1.3L,"(1,81 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/05768/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,CILLIT BANG Netejador multiús anticalç i brutícia,"2,49 €",0.75L,"(3,32 € per litre)",SI,"Abans 2,99€",https://www.compraonline.bonpreuesclat.cat/products/36092/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,TENN Netejador universal,"2,35 €",1.3L,"(1,81 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/06107/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,SANYTOL Netejador desinfectant multiusos,"2,45 €",0.75L,"(3,27 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/00467/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,SANYTOL Netejador desinfectant,"2,79 €",1.2L,"(2,32 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/00425/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,BONPREU Netejador multiús,"0,99 €",1L,"(0,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/57755/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,BONPREU Netejador llar pH neutre,"1,29 €",1.5L,"(0,86 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/26130/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,DON LIMPIO Netejador fusta,"2,55 €",1.5L,"(1,70 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/80296/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,LAS 3 BRUJAS Netejador concentrat,"2,99 €",1.25L,"(2,39 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/05918/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,LUNA Netejador multiusos,"0,65 €",1L,"(0,65 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/86081/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,FROSCH Netejador llar eco multiusos ph-neutre,"1,99 €",1L,"(1,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/28258/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,TENN BRILLANT Netejador de terres,"2,95 €",1.25L,"(2,36 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/08736/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,BONPREU Netejador de la llar Bioalcohol,"1,30 €",1.5L,"(0,87 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/05856/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,BONPREU Netejador anticalç,"1,50 €",0.75L,"(2,00 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/13173/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,BONPREU Netejavidres multiús ecològic,"1,75 €",0.75L,"(2,33 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/62637/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,BONPREU Neteja rentadora,"1,85 €",0.25L,"(7,40 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/27821/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,BONPREU Netejador higienitzant multiús,"1,95 €",0.75L,"(2,60 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/61718/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,ASEVI Netejador desinfectant multiusos,"2,19 €",0.75L,"(2,92 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/84672/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,TENN BRILLANT Netejador multiusos sense lleixiu,"2,95 €",1.25L,"(2,36 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/76047/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejadors líquids,-,KH-7 Desengreixador i desinfectant bany,"4,45 €",1.5L,"(2,97 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/48144/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Productes planxar,-,BONPREU Aigua destil·lada,"1,89 €",5L,"(0,38 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/81465/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Productes planxar,-,BONPREU Aigua destil·lada,"0,78 €",2L,"(0,39 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/81464/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Productes planxar,-,BONPREU Aigua de planxa,"0,65 €",1L,"(0,65 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/13255/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Productes planxar,-,TOKE Esprai per planxar,"4,85 €",0.5L,"(9,70 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/06140/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,"Catifes, tapisseries",-,VANISH Llevataques catifes,"6,45 €",0.6L,"(10,75 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/59327/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Neteja metalls,-,ALADIN Netejador cotó màgic,"2,38 €",0.075kg,"(31,73 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/06143/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Neteja metalls,-,KIDEL Netejador especial acer inoxidable,"3,45 €",0.5L,"(6,90 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/83359/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Neteja metalls,-,TARNI-SHIELD Neteja plata,"3,29 €",0.25L,"(13,16 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/05256/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Neteja metalls,-,SIDOL Neteja metalls,"3,75 €",0.15L,"(25,00 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/03901/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Anticalç general,-,VIAKAL Netejador anticalç,"2,99 €",0.7L,"(4,27 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/19019/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Anticalç general,-,BONPREU Gel anticalç,"1,06 €",0.5L,"(2,12 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/81888/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Anticalç general,-,FROSCH Netejador anticalç vinagre ecològic,"2,29 €",1L,"(2,29 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/28276/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Anticalç general,-,VIAKAL Netejador anticalç,"2,10 €",0.5L,"(4,20 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/24940/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Blanquejador juntes,-,BALDOSININ Blanquejador juntes,"3,09 €",0.2L,"(15,45 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/13380/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Elimina olors,-,FEBREZE Elimina olors,"3,69 €",0.5L,"(7,38 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/68630/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Elimina olors,-,GOMA Serradures,"0,49 €",0.65kg,"(0,75 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/15181/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Desembossadors,-,WC NET Desembussador gel,"4,99 €",1L,"(4,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/09531/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Desembossadors,-,WC NET Desembussador en gel turbo,"4,60 €",0.5L,"(9,20 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/31228/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Desembossadors,-,WC NET Neteja canonades amb carbó actiu,"5,99 €",0.7L,"(8,56 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/71745/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Desembossadors,-,WC NET Fosses sèptiques,"8,99 €",0.36kg,"(24,97 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/09510/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Desembossadors,-,BONPREU Desembossador en gel per canonades,"1,70 €",1L,"(1,70 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/27948/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Desembossadors,-,RAK Desembossador concentrat,"3,65 €",0.5L,"(7,30 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/55423/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Desembossadors,-,MR MUSCLE Desembossador en gel,"6,39 €",1L,"(6,39 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/06367/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejavidres,-,FROSCH Netejavidres ecològic,"2,59 €",0.75L,"(3,45 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/26542/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejavidres,-,TENN Netejador eco per a vidres i superfícies,"1,99 €",0.65L,"(3,06 € per litre)",SI,"Abans 2,59€",https://www.compraonline.bonpreuesclat.cat/products/51661/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejavidres,-,GLASSEX Netejador multiusos,"2,20 €",0.75L,"(2,93 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/06122/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejavidres,-,CRISTASOL Netejavidres,"1,99 €",0.75L,"(2,65 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/21549/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejavidres,-,CRISTASOL Recanvi netejavidres,"1,79 €",0.75L,"(2,39 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/20991/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejavidres,-,MI CASA Tovalloletes neteja vidres,"0,95 €",20 per paquet,"(0,05 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/66341/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejavidres,-,LUMINIA Netejavidres,"2,49 €",0.75L,"(3,32 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/05873/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejavidres,-,BONPREU Netejavidres,"0,95 €",1L,"(0,95 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/63892/details,02/11/2020
Neteja i llar,Neteja de la llar,Casa,Netejavidres,-,BONPREU Netejavidres multiús ecològic,"1,75 €",0.75L,"(2,33 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/62637/details,02/11/2020
Nadons,Higiene,Bany,Xampú,-,JOHNSON'S Xampú infantil amb camamilla,"3,99 €",0.75L,"(5,32 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/80947/details,02/11/2020
Nadons,Higiene,Bany,Xampú,-,JOHNSON'S Xampú infantil clàssic,"3,99 €",0.75L,"(5,32 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/80952/details,02/11/2020
Nadons,Higiene,Bany,Xampú,-,GARNIER Xampú infantil ultrasuau,"3,15 €",0.4L,"(7,88 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/24263/details,02/11/2020
Nadons,Higiene,Bany,Xampú,-,BONPREU Xampú infantil,"1,49 €",0.75L,"(1,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/25297/details,02/11/2020
Nadons,Higiene,Bany,Xampú,-,JOHNSON'S Esprai No més estrebades,"3,49 €",0.2L,"(17,45 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/27696/details,02/11/2020
Nadons,Higiene,Bany,Xampú,-,JOHNSON'S Xampú desenredant infantil,"3,49 €",0.5L,"(6,98 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/80416/details,02/11/2020
Nadons,Higiene,Bany,Gel i sabó líquid infantil,-,NENUCO Sabó líquid infantil ultra suau,"2,45 €",0.75L,"(3,27 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/32770/details,02/11/2020
Nadons,Higiene,Bany,Gel i sabó líquid infantil,-,DENENES Sabó líquid molt suau,"2,80 €",0.75L,"(3,73 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/25039/details,02/11/2020
Nadons,Higiene,Bany,Gel i sabó líquid infantil,-,BONPREU Sabó líquid infantil,"1,39 €",0.75L,"(1,85 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/27066/details,02/11/2020
Nadons,Higiene,Bany,Gel i sabó líquid infantil,-,ISDIN Gel de bany-xampú,"16,90 €",1L,"(16,90 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/05131/details,02/11/2020
Nadons,Higiene,Bany,Gel i sabó líquid infantil,-,DOVE Gel de bany nadons,"2,99 €",0.4L,"(7,48 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/28833/details,02/11/2020
Nadons,Higiene,Bany,Locions / olis / cremes,-,JOHNSON'S Oli corporal infantil,"3,49 €",0.5L,"(6,98 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/42807/details,02/11/2020
Nadons,Higiene,Bany,Locions / olis / cremes,-,JOHNSON'S Crema protectora bolquer,"3,25 €",0.1L,"(32,50 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/45990/details,02/11/2020
Nadons,Higiene,Bany,Locions / olis / cremes,-,HALIBUT Pomada regeneradora infantil,"7,49 €",0.045kg,"(166,44 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/67657/details,02/11/2020
Nadons,Higiene,Bany,Locions / olis / cremes,-,DOVE Crema de bolquer,"2,49 €",0.045kg,"(55,33 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/52593/details,02/11/2020
Nadons,Higiene,Bany,Locions / olis / cremes,-,DOVE Loció corporal baby hidratació,"3,39 €",0.4L,"(8,48 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/29244/details,02/11/2020
Nadons,Higiene,Bany,Locions / olis / cremes,-,NATUSAN Pomada irritacions,"6,69 €",0.075L,"(89,20 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/27023/details,02/11/2020
Nadons,Higiene,Bany,Locions / olis / cremes,-,WELEDA Crema bolquer,"9,95 €",0.075L,"(132,67 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/78952/details,02/11/2020
Nadons,Higiene,Bany,Locions / olis / cremes,-,NUTRAISDIN Pomada reparadora ZN40,"12,99 €",0.1L,"(129,90 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/36295/details,02/11/2020
Nadons,Higiene,Bany,Locions / olis / cremes,-,NUTRAISDIN Loció corporal bebè,"19,40 €",0.75L,"(25,87 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/80650/details,02/11/2020
Nadons,Higiene,Bany,Complements de bany,-,TIGEX Esponges de bany,"5,99 €",2 per paquet,"(3,00 € per article)",SI,"Abans 6,99€",https://www.compraonline.bonpreuesclat.cat/products/59696/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Fregalls,-,BONPREU Fregall blau,"0,50 €",2 per paquet,"(0,25 € per article)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/55748/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Fregalls,-,SPONTEX Fregalls inox,"1,29 €",3 per paquet,"(0,43 € per article)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/27472/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Fregalls,-,VILEDA Salvaungles antibacteris,"1,35 €",2 per paquet,"(0,68 € per article)",SI,"Abans 1,59€",https://www.compraonline.bonpreuesclat.cat/products/82902/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Fregalls,-,SPONTEX Fregall combinat,"1,69 €",2 per paquet,"(0,85 € per article)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/56611/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Fregalls,-,BONPREU Fregall clàssic,"0,70 €",3 per paquet,"(0,23 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/84799/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Fregalls,-,BONPREU Fregall amb esponja,"0,49 €",2 per paquet,"(0,25 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/72518/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Fregalls,-,SCOTCH-BRITE Fregall fibra verda,"1,79 €",2 per paquet,"(0,90 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/36114/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Fregalls,-,BONPREU Esponja cuina,"0,65 €",2 per paquet,"(0,33 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/84802/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Fregalls,-,BONPREU Fregall vaixella,"0,75 €",2 per paquet,"(0,38 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/84801/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Fregalls,-,SPONTEX Fregall amb esponja,"1,95 €",2 per paquet,"(0,98 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/23869/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Fregalls,-,BONPREU Fregall inoxidable,"0,45 €",2 per paquet,"(0,23 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/84800/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Fregalls,-,VILEDA Fregall,"1,49 €",3 per paquet,"(0,50 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/39951/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Fregalls,-,BONPREU Fregall de fibra verda,"0,55 €",3 per paquet,"(0,18 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/72517/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Fregalls,-,BONPREU Fregall ovalat,"0,47 €",2 per paquet,"(0,24 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/55747/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Camusses,-,BONPREU Camusses atrapapols,"1,29 €",20 per paquet,"(0,06 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/81908/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Camusses,-,SPONTEX Camussa atrapapols,"2,75 €",20 per paquet,"(0,14 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/27560/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Camusses,-,BONPREU Drap de cuina micro-vaixella,"2,19 €",2 per paquet,"(1,10 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/72524/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Camusses,-,DOT HOME Drap de cuina,"3,95 €",2 per paquet,"(1,98 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/91285/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Camusses,-,DOT HOME Drap de cuina,"4,25 €",2 per paquet,"(2,13 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/91284/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Camusses,-,DOT HOME Drap de cuina 50x50 cm,"3,75 €",2 per paquet,"(1,88 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/91286/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Baietes,-,VILEDA Baietes microfibres multiusos,"3,39 €",4 per paquet,"(0,85 € per article)",SI,"Abans 3,99€",https://www.compraonline.bonpreuesclat.cat/products/30990/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Baietes,-,VILEDA Baieta suau,"1,79 €",2 per paquet,"(0,90 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/04226/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Baietes,-,BONPREU Baieta groga suau,"0,59 €",3 per paquet,"(0,20 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/72531/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Baietes,-,BALLERINA Baieta groga,"1,79 €",3 per paquet,"(0,60 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/27386/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Baietes,-,BONPREU Baieta multiusos de colors,"0,99 €",6 per paquet,"(0,17 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/72530/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Baietes,-,BONPREU Rotlle de baieta,"1,00 €",2m,"(0,50 € per mil·lilitre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/82085/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Baietes,-,VILEDA Baieta suau antibacteris,"2,49 €",2 per paquet,"(1,25 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/10441/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Baietes,-,SPONTEX Baieta microfibra,"4,89 €",8 per paquet,"(0,61 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/48828/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Baietes,-,BONPREU Drap de la pols,"0,75 €",2 per paquet,"(0,38 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/81909/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Baietes,-,MERY Baieta microfibres,"2,99 €",4 per paquet,"(0,75 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/34530/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Baietes,-,BONPREU Drap de reixeta,"0,79 €",3 per paquet,"(0,26 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/81992/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Baietes,-,BONPREU Baieta pels vidres,"1,45 €",2 per paquet,"(0,73 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/72526/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Baietes de pal,-,VILEDA Baieta de pal blava,"3,39 €",2 per paquet,"(1,70 € per article)",SI,"Abans 3,99€",https://www.compraonline.bonpreuesclat.cat/products/70348/details,02/11/2020
Neteja i llar,Neteja de la llar,Fregar,Baietes de pal,-,MERY Baieta de pal del microfibra,"3,15 €",2L,"(1,58 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/34383/details,02/11/2020
Neteja i llar,Complements de la llar,Bombetes i espelmes,Bombetes,-,CEGASA Bombeta Led llum càlida 4W-40W E27,"4,99 €",1L,"(4,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/92432/details,02/11/2020
Neteja i llar,Complements de la llar,Bombetes i espelmes,Bombetes,-,CEGASA Bombeta Led llum càlida 10-60W E27 R580,"10,90 €",1L,"(10,90 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/92471/details,02/11/2020
Neteja i llar,Complements de la llar,Bombetes i espelmes,Espelmes normals,-,BONPREU Llànties blanques,"1,55 €",10 per paquet,"(0,16 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/39016/details,02/11/2020
Neteja i llar,Complements de la llar,Bombetes i espelmes,Espelmes normals,-,BONPREU Espelmes blanques,"1,59 €",4 per paquet,"(0,40 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/31336/details,02/11/2020
Neteja i llar,Complements de la llar,Bombetes i espelmes,Espelmes normals,-,BONPREU Llànties fruites del bosc,"1,25 €",6 per paquet,"(0,21 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/39071/details,02/11/2020
Neteja i llar,Complements de la llar,Bombetes i espelmes,Espelmes normals,-,BONPREU Espelmes vainilla,"1,25 €",6 per paquet,"(0,21 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/39077/details,02/11/2020
Neteja i llar,Complements de la llar,Bombetes i espelmes,Espelmes normals,-,PAPSTAR Espelmes llargues color vermell,"2,35 €",6 per paquet,"(0,39 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/86356/details,02/11/2020
Neteja i llar,Complements de la llar,Bombetes i espelmes,Espelmes perfumades,-,BONPREU Espelmes perfumades,"1,25 €",6 per paquet,"(0,21 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/86685/details,02/11/2020
Neteja i llar,Complements de la llar,Bombetes i espelmes,Espelmes perfumades,-,IFA Espelma perfumada gessamí,"1,35 €",2 x 1 per paquet,"(0,68 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/30152/details,02/11/2020
Neteja i llar,Complements de la llar,Bombetes i espelmes,Espelmes perfumades,-,IFA Espelma perfumada spa,"1,35 €",2 x 1 per paquet,"(0,68 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/30236/details,02/11/2020
