,Categoria_1,Categoria_2,Categoria_3,Categoria_4,Categoria_5,Nom,Preu,Quantitat,Preu unitari
3630,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,SIKEN DIET Barretes de crema cacau,"6,99 €",5 per paquet,"(1,40 € per article)"
3631,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,SIKEN DIET Barretes de coco i banana,"6,99 €",0.18kg,"(38,83 € per quilo)"
3632,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,SIKEN DIET Barretes de cafè,"6,99 €",5 per paquet,"(1,40 € per article)"
3633,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,SIKEN DIET Barretes de vainilla i caramel,"6,99 €",5 per paquet,"(1,40 € per article)"
3634,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,SIKEN SUSTITUT. Barretes de iogurt,"12,95 €",8 per paquet,"(1,62 € per article)"
3635,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,SIKEN SUSTITUT. Barretes de xocolata,"12,95 €",8 per paquet,"(1,62 € per article)"
3636,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,SIKEN SUSTITUT. Barretes de cookies,"12,95 €",8 per paquet,"(1,62 € per article)"
3637,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,BIMANAN Barretes Komplett xocolata cruixent,"12,95 €",8 per paquet,"(1,62 € per article)"
3638,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,JUST LOADING Barretes energètiques ametlla i plàtan,"1,75 €",3 x 0.025kg,"(23,33 € per quilo)"
3639,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,BIMANAN Barretes substitutives xocolata fondant,"11,99 €",10 per paquet,"(1,20 € per article)"
3640,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,BIMANAN Barretes substitutives xocolata-taronja,"11,99 €",10 per paquet,"(1,20 € per article)"
3641,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,BIMANAN Snack hiperproteic xocolata taronja,"7,49 €",6 per paquet,"(1,25 € per article)"
3642,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,BIMANAN Barretes substitutives sabor iogurt,"12,95 €",0.32kg,"(40,47 € per quilo)"
3643,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,BIMANAN PRO Barretes substitutives xocolata-caramel,"7,49 €",6 per paquet,"(1,25 € per article)"
3644,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,PROZIS Barreta energètica de galeta,"0,79 €",0.04kg,"(19,75 € per quilo)"
3645,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
3646,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
3647,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,PROZIS Barreta proteica sabor xocolata,"1,79 €",0.08kg,"(22,38 € per quilo)"
3648,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,JUST LOADING Barretes energètiques de xocolata,"2,75 €",0.105kg,"(26,19 € per quilo)"
3649,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,PROZIS Barreta de cookies i crema,"3,49 €",3 x 0.035kg,"(33,24 € per quilo)"
3650,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,PROZIS Barreta energètica sabor a maduixa,"3,99 €",6 x 0.02kg,"(33,25 € per quilo)"
3651,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,PROZIS Barreta proteica de xocolata i avellanes,"4,25 €",6 x 0.03kg,"(23,61 € per quilo)"
3652,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,BIMANAN Barretes substitutives sabor toffee,"11,99 €",10 per paquet,"(1,20 € per article)"
3653,Parafarmàcia,Complements alimentaris i dietètics,Barretes,-,-,BIMANAN KOMPLET Barretes de xocolata blanca i llimona,"12,49 €",6 per paquet,"(2,08 € per article)"
3654,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,SIKEN DIET Beguda esmorzar de cacau,"29,79 €",0.4kg,"(74,48 € per quilo)"
3655,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,SIKEN SUSTITUT. Batut vainilla,"2,89 €",0.325L,"(8,89 € per litre)"
3656,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,SIKEN SUSTITUT. Batut maduixa-iogurt,"2,89 €",0.35L,"(8,26 € per litre)"
3657,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,SIKEN SUSTITUT. Batut de cacau,"2,89 €",0.325L,"(8,89 € per litre)"
3658,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,SIKEN SUSTITUT. Batut xocolata,"13,49 €",6 per paquet,"(2,25 € per article)"
3659,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,BIMANAN Batut substitutiu sabor xocolata,"11,99 €",0.3kg,"(39,97 € per quilo)"
3660,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,BIMANAN Batut sabor iogurt amb cereals,"11,99 €",6 per paquet,"(2,00 € per article)"
3661,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,BIMANAN PRO Batut de xocolata,"27,69 €",0.54kg,"(51,28 € per quilo)"
3662,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,BIMANAN Natilles amb gust de vainilla,"13,49 €",0.3kg,"(44,97 € per quilo)"
3663,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,BICENTURY Batut xocolata,"5,99 €",5 x 0.045kg,"(26,62 € per quilo)"
3664,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,BIMANAN Batut substitutiu de maduixa,"11,99 €",0.33kg,"(36,33 € per quilo)"
3665,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,BIMANAN Natilles amb gust de xocolata,"13,49 €",6 x 0.05kg,"(44,97 € per quilo)"
3666,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,PROZIS Beguda proteica de llima-llimona,"1,79 €",0.5L,"(3,58 € per litre)"
3667,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,PROZIS Beguda de llet sabor vainilla,"1,89 €",0.33L,"(5,73 € per litre)"
3668,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,PROZIS Beguda de llet sabor xocolata,"1,89 €",0.33L,"(5,73 € per litre)"
3669,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,BIMANAN Batut de xocolata,"2,95 €",0.33L,"(8,94 € per litre)"
3670,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,BIMANAN Batut de Vainilla,"2,95 €",0.33L,"(8,94 € per litre)"
3671,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,BIMANAN Batut de Capuccino,"2,95 €",0.33L,"(8,94 € per litre)"
3672,Parafarmàcia,Complements alimentaris i dietètics,Batuts,-,-,FONTACTIV Batut de xocolata,"14,95 €",14 per paquet,"(1,07 € per article)"
3673,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,JUANOLA Caramels petits de menta,"1,55 €",0.005kg,"(310,00 € per quilo)"
3674,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,RICOLA Caramels perles de regalèssia,"2,10 €",0.025kg,"(84,00 € per quilo)"
3675,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,RICOLA Caramels de flors de saüc,"2,20 €",0.05kg,"(44,00 € per quilo)"
3676,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,JUANOLA Caramels petits,"1,25 €",0.005kg,"(250,00 € per quilo)"
3677,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,RICOLA Caramels de nabiu vermell,"2,20 €",0.05kg,"(44,00 € per quilo)"
3678,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,RICOLA Caramels perles de maduixa sense sucre,"2,10 €",0.025kg,"(84,00 € per quilo)"
3679,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,RICOLA Caramels d'eucaliptus sense sucre,"2,39 €",0.07kg,"(34,14 € per quilo)"
3680,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,RICOLA Caramels llimona-melissa sense sucre,"2,39 €",0.07kg,"(34,14 € per quilo)"
3681,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,JUANOLA Pastilles toves,"5,50 €",0.048kg,"(114,58 € per quilo)"
3682,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,JUANOLA Pastilles toves,"5,50 €",0.048kg,"(114,58 € per quilo)"
3683,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,RICOLA Caramels de llimona tarongina,"2,20 €",0.05kg,"(44,00 € per quilo)"
3684,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,RICOLA Caramels d'eucaliptus,"2,20 €",0.05kg,"(44,00 € per quilo)"
3685,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,JUANOLA Caramels grans,"3,99 €",0.027kg,"(147,78 € per quilo)"
3686,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,JUANOLA Pastilles toves,"5,50 €",0.048kg,"(114,58 € per quilo)"
3687,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,AQUILEA Xarop per a la tos,"9,95 €",0.15L,"(66,33 € per litre)"
3688,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,JUANOLA Pastilles toves,"5,50 €",0.048kg,"(114,58 € per quilo)"
3689,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,SORIA NATURAL Xarop expectonat,"11,75 €",0.25L,"(47,00 € per litre)"
3690,Parafarmàcia,Complements alimentaris i dietètics,Balsàmics,-,-,ORDESA Complement alimentari,"19,29 €",0.12L,"(160,75 € per litre)"
3691,Gourmet,Conserves,De peix,-,-,ALBO Sardines en oli d'oliva verge extra,"1,93 €",0.085kg,"(22,71 € per quilo)"
3692,Gourmet,Conserves,De peix,-,-,ALBO Sardines en salsa picantona,"1,93 €",0.085kg,"(22,71 € per quilo)"
3693,Gourmet,Conserves,De peix,-,-,ALBO Sardines amb tomàquet,"1,93 €",0.085kg,"(22,71 € per quilo)"
3694,Gourmet,Conserves,De peix,-,-,ALBO Sardines en escabetx,"1,93 €",0.085kg,"(22,71 € per quilo)"
3695,Gourmet,Conserves,De peix,-,-,CUCA Sardines en oli,"1,88 €",0.085kg,"(22,12 € per quilo)"
3696,Gourmet,Conserves,De peix,-,-,ANXOVES DE L'ESCALA Filets d'anxoves oli d'oliva,"7,95 €",0.09kg,"(88,33 € per quilo)"
3697,Gourmet,Conserves,De peix,-,-,ALBO Filets verat en oli d'oliva verge extra,"2,15 €",0.085kg,"(25,29 € per quilo)"
3698,Gourmet,Conserves,De peix,-,-,ANXOVES DE L'ESCALA Anxoves en oli d'oliva,"5,65 €",0.055kg,"(102,73 € per quilo)"
3699,Gourmet,Conserves,De peix,-,-,ANXOVES DE L'ESCALA Anxoves oli d'oliva,"3,25 €",0.03kg,"(108,33 € per quilo)"
3700,Gourmet,Conserves,De peix,-,-,PAY PAY Musclos en escabetx,"2,85 €",0.07kg,"(40,71 € per quilo)"
3701,Gourmet,Conserves,De peix,-,-,ORTIZ Bonítol en oli d'oliva,"7,99 €",0.18kg,"(44,39 € per quilo)"
3702,Gourmet,Conserves,De peix,-,-,DANI Cloïsses xilenes al natural,"2,29 €",0.063kg,"(36,35 € per quilo)"
3703,Gourmet,Conserves,De peix,-,-,ALBO Bonítol en oli verge extra,"2,99 €",0.082kg,"(36,46 € per quilo)"
3704,Gourmet,Conserves,De peix,-,-,CUCA Sardines amb oli d'oliva,"2,19 €",0.063kg,"(34,76 € per quilo)"
3705,Gourmet,Conserves,De peix,-,-,MASSO Bonítol baix en sal,"3,85 €",2 x 0.05kg,"(38,50 € per quilo)"
3706,Gourmet,Conserves,De peix,-,-,CALVO Ventresca de tonyina en oli d'oliva,"3,60 €",0.115kg,"(31,30 € per quilo)"
3707,Gourmet,Conserves,De peix,-,-,ESPINALER Lot de vermut,"7,49 €",4 per paquet,"(1,87 € per article)"
3708,Gourmet,Conserves,De peix,-,-,PAY PAY Escopinyes al natural,"6,99 €",0.063kg,"(110,95 € per quilo)"
3709,Gourmet,Conserves,De peix,-,-,DANI Navalles al natural,"2,75 €",0.063kg,"(43,65 € per quilo)"
3710,Gourmet,Conserves,De peix,-,-,NASSARI Seitons frescos en oli de gira-sol,"3,29 €",0.08kg,"(41,13 € per quilo)"
3711,Gourmet,Conserves,De peix,-,-,ORTIZ Ventresca de bonítol del nord,"8,45 €",0.08kg,"(105,63 € per quilo)"
3712,Gourmet,Conserves,De peix,-,-,ANXOVES DE L'ESCALA Anxoves amb sal,"5,82 €",0.165kg,"(35,27 € per quilo)"
3713,Gourmet,Conserves,De peix,-,-,NASSARI Seitons frescos aroma d'all,"2,05 €",0.045kg,"(45,56 € per quilo)"
3714,Gourmet,Conserves,De peix,-,-,CABO DE PEÑAS Navalles al natural,"3,69 €",0.06kg,"(61,50 € per quilo)"
3715,Gourmet,Conserves,De peix,-,-,ESCALA Seitó en oli d'oliva,"4,09 €",0.06kg,"(68,17 € per quilo)"
3716,Gourmet,Conserves,De peix,-,-,NASSARI Banderilla de seitó fresc,"3,99 €",0.1kg,"(39,90 € per quilo)"
3717,Gourmet,Conserves,De peix,-,-,CUCA Xipirons farcits en oli d'oliva,"4,95 €",0.072kg,"(68,75 € per quilo)"
3718,Gourmet,Conserves,De peix,-,-,BONPREU Anxoves del Cantàbric amb oli d'oliva,"8,39 €",0.15kg,"(55,93 € per quilo)"
3719,Gourmet,Conserves,De peix,-,-,PAY PAY Sardines en escabetx,"1,55 €",0.087kg,"(17,82 € per quilo)"
3720,Gourmet,Conserves,De peix,-,-,RIANXEIRA Sardines en oli d'oliva verge extra eco.,"1,35 €",0.057kg,"(23,68 € per quilo)"
3721,Gourmet,Conserves,Vegetals,-,-,CARRETILLA Espàrrecs blancs extra,"3,85 €",0.325kg,"(11,85 € per quilo)"
3722,Gourmet,Conserves,Vegetals,-,-,FERRER Pebrot escalivat,"2,55 €",0.275kg,"(9,27 € per quilo)"
3723,Gourmet,Conserves,Vegetals,-,-,FERRER Fredolic botó,"2,45 €",0.2kg,"(12,25 € per quilo)"
3724,Gourmet,Conserves,Vegetals,-,-,BUJANDA Espàrrecs blancs extra 13/16,"3,99 €",0.425kg,"(9,39 € per quilo)"
3725,Gourmet,Conserves,Vegetals,-,-,CARRETILLA Pebrots del piquillo sencers,"2,11 €",0.225kg,"(9,38 € per quilo)"
3726,Gourmet,Conserves,Vegetals,-,-,BONPREU Brots germinats amb vinagre,"0,87 €",0.18kg,"(4,83 € per quilo)"
3727,Gourmet,Conserves,Vegetals,-,-,ARANCA Faves baby,"2,20 €",0.425kg,"(5,18 € per quilo)"
3728,Gourmet,Conserves,Vegetals,-,-,CARRETILLA Espàrrecs blancs curts,"2,61 €",0.11kg,"(23,73 € per quilo)"
3729,Gourmet,Conserves,Vegetals,-,-,BONPREU Pebrot del piquillo sencer extra,"1,15 €",0.15kg,"(7,67 € per quilo)"
3730,Gourmet,Conserves,Vegetals,-,-,DANTZA Pebrots del piquillo sencers,"3,59 €",0.18kg,"(19,94 € per quilo)"
3731,Gourmet,Conserves,Vegetals,-,-,BOLETUS Bolets Nameko,"2,99 €",0.18kg,"(16,61 € per quilo)"
3732,Gourmet,Conserves,Vegetals,-,-,BOLETUS Bolets Shiitake,"2,45 €",0.18kg,"(13,61 € per quilo)"
3733,Gourmet,Conserves,Vegetals,-,-,DANTZA Cors de carxofa D.O Tudela,"5,99 €",0.405kg,"(14,79 € per quilo)"
3734,Gourmet,Conserves,Vegetals,-,-,BONPREU Cors de carxofa sencers,"2,55 €",0.165kg,"(15,45 € per quilo)"
3735,Gourmet,Conserves,Vegetals,-,-,EMPERATRIZ ECO Espàrrecs blancs eco,"4,49 €",0.34kg,"(13,21 € per quilo)"
3736,Gourmet,Conserves,Vegetals,-,-,PETRÀS Tomàquet deshidratat,"1,99 €",0.1kg,"(19,90 € per quilo)"
3737,Gourmet,Conserves,De fruites,-,-,BONNE MAMAN Confitura de préssec,"2,37 €",0.37kg,"(6,41 € per quilo)"
3738,Gourmet,Conserves,De fruites,-,-,BONNE MAMAN Confitura de maduixa,"2,32 €",0.37kg,"(6,27 € per quilo)"
3739,Gourmet,Conserves,De fruites,-,-,BONNE MAMAN Confitura de nabius,"3,19 €",0.37kg,"(8,62 € per quilo)"
3740,Gourmet,Conserves,De fruites,-,-,BONNE MAMAN Confitura de figa,"2,99 €",0.37kg,"(8,08 € per quilo)"
3741,Gourmet,Conserves,De fruites,-,-,BONNE MAMAN Confitura de gerds,"3,19 €",0.37kg,"(8,62 € per quilo)"
3742,Gourmet,Conserves,De fruites,-,-,DEL MONTE Pinya a rodanxes,"2,95 €",3 x 0.22kg,"(4,47 € per quilo)"
3743,Gourmet,Conserves,De fruites,-,-,DEL MONTE Pinya rodanxes en el seu suc,"2,55 €",0.51kg,"(5,00 € per quilo)"
3744,Gourmet,Conserves,De fruites,-,-,DEL MONTE Pinya trossejada en el seu suc,"2,95 €",3 x 0.14kg,"(7,02 € per quilo)"
3745,Gourmet,Conserves,De fruites,-,-,ANELA Puré de poma i maduixa,"1,14 €",2 x 0.1kg,"(5,70 € per quilo)"
3746,Gourmet,Conserves,De fruites,-,-,BUJANDA Préssec en almívar extra,"1,95 €",0.32kg,"(6,09 € per quilo)"
3747,Gourmet,Conserves,De fruites,-,-,BONPREU Confitura extra de taronja,"0,99 €",0.375kg,"(2,64 € per quilo)"
3748,Gourmet,Conserves,De fruites,-,-,CUEVAS Guarnició de castanyes,"2,25 €",0.15kg,"(15,00 € per quilo)"
3749,Gourmet,Conserves,De fruites,-,-,BONNE MAMAN Confitura de taronja amarga,"2,37 €",0.37kg,"(6,41 € per quilo)"
3750,Gourmet,Frescos,Carn,-,-,BONPREU Hamburguesa de pollastre,"3,99 €",0.4kg,"(9,98 € per quilo)"
3751,Gourmet,Frescos,Carn,-,-,BONPREU Lloms de conill,"3,95 €",0.34kg,"(11,62 € per quilo)"
3752,Gourmet,Frescos,Carn,-,-,BONPREU Botifarra fresca de porc,"3,85 €",0.445kg,"(8,65 € per quilo)"
3753,Gourmet,Frescos,Carn,-,-,BONPREU Espatlles conill,"4,59 €",0.33kg,"(13,91 € per quilo)"
3754,Gourmet,Frescos,Carn,-,-,BONPREU Xurrasco de vedella ecològica,"4,75 €",0.375kg,"(12,67 € per quilo)"
3755,Gourmet,Frescos,Carn,-,-,ROLER Carpaccio de bou,"2,95 €",0.11kg,"(26,82 € per quilo)"
3756,Gourmet,Frescos,Carn,-,-,BONPREU Burger meat de conill,"5,25 €",0.36kg,"(14,58 € per quilo)"
3757,Gourmet,Frescos,Carn,-,-,BONPREU Botifarra de pagès,"4,35 €",0.5kg,"(8,70 € per quilo)"
3758,Gourmet,Frescos,Carn,-,-,BONPREU Burger d'indiot,"4,35 €",0.4kg,"(10,88 € per quilo)"
3759,Gourmet,Frescos,Carn,-,-, Costelles de xai,"10,50 €",0.44kg,"(23,86 € per quilo)"
3760,Gourmet,Frescos,Carn,-,-,"BONPREU Hamburguesa de pollastre, ceba i bolets","3,29 €",0.26kg,"(12,65 € per quilo)"
3761,Gourmet,Frescos,Carn,-,-,BONPREU Cabrit per arrebossar,"10,50 €",0.5kg,"(21,00 € per quilo)"
3762,Gourmet,Frescos,Carn,-,-,DE L'ERA Burger meat de vedella amb ceba,"3,89 €",0.32kg,"(12,16 € per quilo)"
3763,Gourmet,Frescos,Carn,-,-,DE L'ERA Burger meat de bistec picat,"3,99 €",0.32kg,"(12,47 € per quilo)"
3764,Gourmet,Frescos,Carn,-,-,BONPREU Entrecot de vedella black angus sense os,"8,99 €",0.3kg,"(29,97 € per quilo)"
3765,Gourmet,Frescos,Carn,-,-,BONPREU Hamburguesa de pollastre amb espàrrecs,"3,29 €",0.26kg,"(12,65 € per quilo)"
3766,Gourmet,Frescos,Carn,-,-,BONPREU Burger meat de poltre,"4,95 €",0.4kg,"(12,38 € per quilo)"
3767,Gourmet,Frescos,Carn,-,-,BONPREU Broqueta pollastre,"5,99 €",0.45kg,"(13,31 € per quilo)"
3768,Gourmet,Frescos,Carn,-,-,BONPREU Magret ànec,"9,99 €",0.38kg,"(26,29 € per quilo)"
3769,Gourmet,Frescos,Carn,-,-,BONPREU Espatlla de xai,"9,99 €",0.9kg,"(11,10 € per quilo)"
3770,Gourmet,Frescos,Carn,-,-,BONPREU Hamburguesa de pollastre amb formatge,"3,25 €",0.26kg,"(12,50 € per quilo)"
3771,Gourmet,Frescos,Carn,-,-,BONPREU Mitjana de vedella,"3,75 €",0.18kg,"(20,83 € per quilo)"
3772,Gourmet,Frescos,Carn,-,-,DE L'ERA Botifarra de porc amb bolets,"3,79 €",0.39kg,"(9,72 € per quilo)"
3773,Gourmet,Frescos,Carn,-,-,DE L'ERA Fricandó de vedella,"3,85 €",0.25kg,"(15,40 € per quilo)"
3774,Gourmet,Frescos,Carn,-,-,DE L'ERA Botifarra de porc amb roquefort,"3,99 €",0.39kg,"(10,23 € per quilo)"
3775,Gourmet,Frescos,Carn,-,-,BONPREU Bistec Paris de vedella,"4,49 €",0.3kg,"(14,97 € per quilo)"
3776,Gourmet,Frescos,Carn,-,-,BONPREU Broqueta de conill,"4,65 €",0.24kg,"(19,38 € per quilo)"
3777,Gourmet,Frescos,Carn,-,-,BONPREU Filet de conill,"4,99 €",0.22kg,"(22,68 € per quilo)"
3778,Gourmet,Frescos,Carn,-,-,BONPREU Bistec de vedella,"4,99 €",0.4kg,"(12,48 € per quilo)"
3779,Gourmet,Frescos,Carn,-,-,BONPREU Xurrasco de vedella,"5,99 €",0.5kg,"(11,98 € per quilo)"
3780,Gourmet,Frescos,Peix,-,-,ROYAL Salmó fumat,"5,25 €",0.1kg,"(52,50 € per quilo)"
3781,Gourmet,Frescos,Peix,-,-,ROYAL Tàrtar de salmó,"5,39 €",0.11kg,"(49,00 € per quilo)"
3782,Gourmet,Frescos,Peix,-,-,FRESKIBO Filet de llobarro,"4,99 €",0.2kg,"(24,95 € per quilo)"
3783,Gourmet,Frescos,Peix,-,-,FRESKIBO Llenguado net,"6,59 €",0.2kg,"(32,95 € per quilo)"
3784,Gourmet,Frescos,Peix,-,-,MARINERAS FRESKIBO Hamburgueses de lluç i gambes,"2,89 €",0.16kg,"(18,06 € per quilo)"
3785,Gourmet,Frescos,Peix,-,-,ROYAL Salmó fumat,"7,29 €",0.16kg,"(45,56 € per quilo)"
3786,Gourmet,Frescos,Peix,-,-,"MARINERAS FRESKIBO Hamburgueses bacallà, lluç i espàrrecs","2,89 €",0.16kg,"(18,06 € per quilo)"
3787,Gourmet,Frescos,Peix,-,-,MARTIKO Salmó noruec sense fumar,"4,09 €",0.08kg,"(51,13 € per quilo)"
3788,Gourmet,Frescos,Peix,-,-,MARINERAS FRESKIBO Hamburgueses de salmó i lluç,"2,89 €",0.16kg,"(18,06 € per quilo)"
3789,Gourmet,Frescos,Peix,-,-,FRESKIBO Musclo gallec cuit,"3,99 €",1kg,"(3,99 € per quilo)"
3790,Gourmet,Frescos,Peix,-,-,ROYAL Salmó fumat a daus,"6,29 €",0.12kg,"(52,42 € per quilo)"
3791,Gourmet,Frescos,Peix,-,-,ROYAL Cua de llagostí cuit,"4,29 €",0.15kg,"(28,60 € per quilo)"
3792,Gourmet,Frescos,Peix,-,-,ROYAL Lloms de bacallà dessalat,"7,49 €",0.3kg,"(24,97 € per quilo)"
3793,Gourmet,Frescos,Peix,-,-,H. MOUTON Brandada de bacallà,"4,99 €",0.2kg,"(24,95 € per quilo)"
3794,Gourmet,Frescos,Peix,-,-,RICARDO FUENTES Moixama de tonyina,"4,79 €",0.1kg,"(47,90 € per quilo)"
3795,Gourmet,Frescos,Peix,-,-,AVRUGA Ous d'arengada,"3,19 €",0.055kg,"(58,00 € per quilo)"
3796,Gourmet,Frescos,Peix,-,-,ROYAL Cintes tallades de salmó fumat,"2,59 €",0.06kg,"(43,17 € per quilo)"
3797,Gourmet,Frescos,Peix,-,-,FRESKIBO Calamar sencer,"2,99 €",0.25kg,"(11,96 € per quilo)"
3798,Gourmet,Frescos,Peix,-,-,FRESKIBO Bacallà al punt de sal,"3,85 €",0.2kg,"(19,25 € per quilo)"
